"% V-rep data recorded 02/27/17 07:51:16 "
"% FREQ =  18.850 "
"% PHASE =   5.149 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -2073,      -23,   -11832,        0, 224.355,   3.052, 0,0,0, 0,0,0, -19.875,  -0.223, 912, 0.09996, 0.1, 0.02949, 0.004439, -0.0002769, -0.001699,  -1.134,  -1.134,   0.000,   0.000,  -0.199,  -0.202,  -0.002,   0.002, -19.875, -20.201,  -0.223,   0.166, 0.002957, -0.002732, -0.004378, 0.004381, 0.0007174, -0.001461, 0.000268, -1.538e-005, 0.001466, 0.0001077, 0.0003999, -0.003023, -0.001462, 0.0003456, 0.004563, -0.001665, 0.002044, 6.26e-005, -0.002506, -0.004117, -0.002842, -0.003632
   10000,    -4159,      739,    -9866,     1967,  47.169, -106.599,      0,      0,      0,     0,      1,  -4100, -20.007,   7.304, 912, 0.09993, 0.1, 0.02802, 0.003647, -0.0005921, -0.003369,  -0.946,  -0.946,   0.188,   0.188,  -0.399,  -0.403,   0.071,   0.076, -20.007, -20.063,   7.304,   7.464, 0.0004214, -0.0003742, -0.00296, 0.002853, 1.852e-005, 0.001485, -0.0005197, -0.0007789, -0.00014, -8.362e-005, 0.002485, 0.002638, 0.002391, -0.002304, -0.004802, -0.001769, 0.000548, -0.0009733, 0.0007415, 0.001209, 0.003562, 0.0004466
   20000,    -5614,     1983,    -7900,     3933, -76.098, -71.054,    -74,    -29,   -156,   184,     84,  -1984, -13.948,  11.929, 912, 0.09993, 0.09999, 0.02559, 0.002265, -0.0004665, -0.00488,  -0.757,  -0.757,   0.377,   0.377,  -0.538,  -0.543,   0.190,   0.195, -13.948, -14.064,  11.929,  11.920, 0.0008967, -0.0009728, -0.002399, 0.002328, 0.0007447, 0.0007483, 0.0005036, -0.0007683, -0.0005732, -0.0006235, 0.0004912, 0.001392, 0.0005498, 0.0001852, -0.00268, -0.0005077, -0.0005458, 0.0006665, -0.0002836, 0.00384, -0.0003328, 0.002597
   30000,    -5754,     3506,    -5934,     5899, -146.647,   2.622,   -129,     12,   -141,   -82,    -51,    -82,  -1.338,  14.600, 912, 0.09996, 0.1, 0.02216, 0.005128, -0.0002482, -0.005724,  -0.569,  -0.569,   0.565,   0.565,  -0.552,  -0.554,   0.336,   0.342,  -1.338,  -1.111,  14.600,  14.670, 0.001165, -0.001312, -0.002447, 0.00245, 0.0009305, -0.0002984, 0.0005491, 6.282e-005, -0.0004654, -0.0001048, -0.0007517, -0.0003589, -0.001342, 0.002459, 0.003567, 0.0006988, -0.00104, -0.0001167, -0.0002975, 0.001323, -0.001791, 0.0007598
   40000,    -5060,     5197,    -3968,     7865, -313.385, -581.098,    269,     22,    -79,   -89,     -5,    -54,   6.651,  16.212, 912, 0.09997, 0.1, 0.01779, 0.01572, 0.0002685, -0.005484,  -0.380,  -0.380,   0.754,   0.754,  -0.485,  -0.487,   0.498,   0.505,   6.651,   6.764,  16.212,  16.314, 0.002029, -0.002343, -0.002693, 0.002112, 0.001009, -0.0006945, -0.001233, -0.06993, -0.008544, 0.09334, 0.0001663, -0.0007403, -0.00153, 0.001688, -9.111e-005, 0.001834, -0.03415, -0.003619, 0.0316, -0.001003, 0.0008493, -0.000969
   50001,    -3984,     6949,    -2002,     9831, -11284.988, -2585.212,    995,     55,     23,  -124,    -14,     37,  10.316,  16.793, 912, 0.09846, 0.1003, 0.01544, -0.02237, 0.02154, -0.008725,  -0.192,  -0.192,   0.942,   0.942,  -0.382,  -0.375,   0.666,   0.676,  10.316,  11.186,  16.793,  17.105, -0.004383, -0.006902, -0.002436, -0.0001493, 0.006899, -0.003248, -0.004835, -0.447, -0.02654, 0.6282, -0.5084, -0.02951, 0.5448, -0.0004396, -0.009205, -0.009303, -1.154, 0.3915, 1.086, 0.004007, 0.01179, -0.008365
   60000,    -2415,     8794,      -36,    11797, -2949.514, -1878.382,  -3586,   1977,   -305,    55,      8,   -134,  15.038,  17.690, 912, 0.0952, 0.1012, 0.01667, -0.03806, 0.02526, -0.03014,  -0.003,  -0.003,   1.131,   1.131,  -0.232,  -0.232,   0.843,   0.852,  15.038,  14.329,  17.690,  17.602, 0.002201, -0.005151, -0.001582, -0.0002965, -0.0005766, 1.574e-005, 0.0002955, 0.1119, -0.02603, 0.05899, 0.05845, 0.1187, 0.1346, 0.003673, 0.00281, -0.005911, -0.2879, 0.05617, 0.3304, 0.002603, 0.003001, -0.006254
   70001,     -710,    10698,     1930,    13763,  47.705, 333.747,  -1475,    338,  -2041,  6012,  -1721, -12072,  16.348,  18.257, 912, 0.09237, 0.1021, 0.01753, -0.02642, 0.01046, -0.0572,   0.185,   0.185,   1.319,   1.319,  -0.068,  -0.068,   1.026,   1.033,  16.348,  16.366,  18.257,  18.098, 0.002736, -0.002689, -0.00184, 0.002174, -0.001771, 0.0004171, -0.0001409, 0.117, -0.09022, 0.04267, 0.006881, 0.01979, 0.0167, 0.002541, 0.008691, -0.001918, 0.01217, -0.05138, 0.05877, 0.002913, -0.01513, 0.0005159
   80000,     1092,    12610,     3896,    15729, 277.494, 430.915,   1135,  -1356,  -2513,  8094,  -1554, -19322,  17.282,  18.330, 912, 0.08982, 0.1028, 0.01768, -0.02309, -0.01186, -0.08722,   0.374,   0.374,   1.508,   1.508,   0.105,   0.102,   1.209,   1.217,  17.282,  16.966,  18.330,  18.341, 0.002645, -0.002367, -0.002177, 0.002608, -0.002402, 0.0003185, -0.001413, 0.09035, -0.06431, 0.03441, -0.003396, -0.001437, -0.004491, 0.001502, -0.0009522, 0.0001813, 0.03377, -0.03887, 0.04104, 0.001073, -0.0008879, -0.001313
   90001,     2923,    14534,     5862,    17695, 559.105,  62.393,    432,  -2073,  -2812, -1354,    520,  -2970,  17.548,  18.449, 912, 0.08748, 0.1033, 0.01715, -0.03053, -0.03803, -0.1187,   0.562,   0.562,   1.696,   1.696,   0.280,   0.278,   1.393,   1.401,  17.548,  17.640,  18.449,  18.464, 0.001288, -0.0007287, -0.001992, 0.002055, -0.1071, -0.03246, 0.1011, 0.0766, -0.04106, 0.03893, 0.003413, -0.00158, 0.0009609, -0.0006186, -0.00289, 0.0009691, 0.03894, -0.01403, 0.04435, -0.002299, 0.01043, -0.002208
