"% V-rep data recorded 03/13/17 01:04:51 "
"% FREQ =   9.425 "
"% PHASE =   3.316 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -2073,      -23,   -30947,        0, 224.355,   3.052, 0,0,0, 0,0,0, -19.875,  -0.223, 912, 0.09996, 0.1, 0.02949, 0.004439, -0.0002769, -0.001699,  -2.967,  -2.967,   0.000,   0.000,  -0.199,  -0.202,  -0.002,   0.002, -19.875, -20.201,  -0.223,   0.166, 0.002957, -0.002732, -0.004378, 0.004381, 0.0007174, -0.001461, 0.000268, -1.538e-005, 0.001466, 0.0001077, 0.0003999, -0.003023, -0.001462, 0.0003456, 0.004563, -0.001665, 0.002044, 6.26e-005, -0.002506, -0.004117, -0.002842, -0.003632
   10000,    -4159,      352,   -29964,      984,  47.913, -77.470,      0,      0,      0,     0,      1,  -4100, -20.007,   3.588, 912, 0.09993, 0.1, 0.02802, 0.003354, -0.0005867, -0.003137,  -2.873,  -2.873,   0.094,   0.094,  -0.399,  -0.403,   0.034,   0.039, -20.007, -20.063,   3.588,   3.749, 0.0004236, -0.0003757, -0.002951, 0.002873, -0.0002646, 0.001458, -0.0004622, -0.0004139, -7.366e-005, -0.0001437, 0.002202, 0.002612, 0.002352, -0.002318, -0.00481, -0.001781, 0.0005439, -0.0009662, 0.000733, 0.001202, 0.003583, 0.0004281
   20000,    -6226,      974,   -28981,     1967,  38.268, -26.945,   -101,    -29,   -134,   184,     84,  -1984, -19.815,   5.966, 912, 0.0999, 0.09999, 0.02559, 0.0001424, -0.0004491, -0.004624,  -2.779,  -2.779,   0.188,   0.188,  -0.597,  -0.603,   0.093,   0.099, -19.815, -20.073,   5.966,   5.954, 0.000583, -0.0005447, -0.002346, 0.002319, 0.000204, 0.0006017, 0.0003214, -0.0003317, -0.0006469, -0.0001857, 3.331e-005, 0.001218, 0.0002526, -0.0009442, -0.003477, -0.0008299, 0.0003587, 0.0007499, -0.0003379, 0.002718, -0.001098, 0.002083
   30000,    -8332,     1733,   -27998,     2950, -55.269,  30.227,   -301,     12,   -139,   -47,    -56,    -74, -20.192,   7.280, 912, 0.09988, 0.09997, 0.02217, -0.002532, -0.0002605, -0.006104,  -2.684,  -2.684,   0.283,   0.283,  -0.799,  -0.804,   0.166,   0.172, -20.192, -20.060,   7.280,   7.338, 0.0004961, -0.0005514, -0.002356, 0.002386, 0.000492, -0.0004781, 0.0003984, 0.0001087, -0.0005973, -2.267e-005, -0.001194, -0.00059, -0.001694, 0.001706, 0.002814, 0.0007141, -0.0003546, -1.449e-005, -0.0005354, 0.0009424, -0.001872, 0.0004692
   40000,   -10421,     2570,   -27015,     3933, 102.619, -763.175,   -251,     17,   -138,   -20,      3,    -62, -20.023,   8.025, 912, 0.09983, 0.09998, 0.01784, 0.002758, 0.0003077, -0.006649,  -2.590,  -2.590,   0.377,   0.377,  -0.999,  -1.004,   0.246,   0.254, -20.023, -19.979,   8.025,   8.145, 0.001452, -0.00135, -0.002672, 0.001909, 0.001114, -0.0007932, -0.001488, -0.08278, -0.008225, 0.1113, 0.0002772, -0.001064, -0.001715, 0.001015, -0.001689, 0.001509, -0.00119, -0.0006286, 0.0004185, -0.001151, -6.196e-005, -0.001165
   50001,   -12583,     3443,   -26032,     4916, -4320.901, -4490.781,    497,     57,    -51,   -33,      9,    -10, -20.734,   8.368, 912, 0.09912, 0.09995, 0.01409, 0.01999, 0.02058, 0.002269,  -2.496,  -2.496,   0.471,   0.471,  -1.206,  -1.204,   0.330,   0.339, -20.734, -20.063,   8.368,   8.523, -0.001985, -0.002336, -0.004512, 2.076e-005, 0.002037, 0.004185, -0.0003023, -0.4146, -0.1205, 0.5821, 0.0007908, 0.007052, 0.005287, 0.002006, 0.005366, -0.01107, -0.7609, 0.09289, 0.6983, 0.001766, 0.008559, -0.007474
   60000,   -14651,     4390,   -25049,     5899, -824.881, -501.800,   1606,   1914,    838,   100,     42,   -228, -19.820,   9.078, 912, 0.09655, 0.1002, 0.01452, 0.0371, 0.0539, 0.01518,  -2.402,  -2.402,   0.565,   0.565,  -1.405,  -1.404,   0.421,   0.428, -19.820, -20.008,   9.078,   8.970, 0.0005353, -0.00136, -0.001568, 0.001066, 0.002327, -0.007913, -0.008844, -0.2914, -0.05873, 0.4339, -0.419, -0.04954, 0.4658, 0.00283, -0.004337, 0.001136, -0.563, 0.4024, 0.6235, 0.01723, -0.0107, 0.01009
   70001,   -16727,     5361,   -24066,     6882, 395.931, 567.254,   1612,   3125,   1245,  2419,    139,  -6172, -19.911,   9.308, 912, 0.09392, 0.1007, 0.01557, 0.0583, 0.07177, 0.02253,  -2.307,  -2.307,   0.660,   0.660,  -1.604,  -1.605,   0.514,   0.521, -19.911, -20.043,   9.308,   9.229, 0.0003507, 4.524e-005, -0.001392, 0.00196, 0.0003203, 0.001079, 0.0003172, 0.108, 0.00777, 0.08714, 0.007015, 0.0158, 0.01178, -0.0005739, 0.0007932, -0.0002501, 0.007728, 0.008647, 0.04318, 0.0643, -0.05335, 0.04089
   80000,   -18812,     6337,   -23083,     7865, 676.658, 727.950,   2011,   1649,    799,  8066,  -1765, -21069, -19.990,   9.361, 912, 0.09178, 0.1011, 0.01606, 0.06462, 0.06828, 0.02373,  -2.213,  -2.213,   0.754,   0.754,  -1.804,  -1.803,   0.608,   0.614, -19.990, -19.831,   9.361,   9.319, -0.000671, 0.001348, -0.001885, 0.002613, 0.0004937, 0.0007261, 0.002843, 0.08315, -0.05387, 0.06804, -0.001254, -0.00123, -0.002788, -0.001915, 0.0006853, -0.002907, -8.83e-005, 0.01973, 0.04164, 0.09916, -0.06974, 0.05803
   90001,   -20132,     7314,   -22100,     8848, 648.610, 693.621,    585,   -340,    156,   968,  -1309,  -6911, -12.653,   9.363, 912, 0.09006, 0.1011, 0.01588, 0.05029, 0.04304, 0.0189,  -2.119,  -2.119,   0.848,   0.848,  -1.930,  -1.927,   0.701,   0.707, -12.653, -12.367,   9.363,   9.321, -0.001464, 0.002113, -0.002277, 0.00297, -0.0005554, 0.0008531, 0.0009268, 0.07758, -0.05321, 0.06649, -0.001839, 0.001073, -0.003142, -0.001426, 0.0005959, -0.001295, -0.001915, -0.0009625, -0.003143, 0.08246, -0.01311, 0.04772
