"% V-rep data recorded 03/13/17 02:42:06 "
"% FREQ =   9.425 "
"% PHASE =   0.698 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,     2099,      -21,     7282,        0, -346.250,  -2.007, 0,0,0, 0,0,0,  20.116,  -0.208, 912, 0.1, 0.1, 0.02951, 0.002411, -0.0002508, 0.0008233,   0.698,   0.698,   0.000,   0.000,   0.201,   0.197,  -0.002,   0.002,  20.116,  19.732,  -0.208,   0.175, 0.002714, -0.00306, -0.004393, 0.004391, 0.0007398, -0.001136, 0.0003931, -5.657e-005, 0.001637, 0.0002419, 0.0004556, -0.003019, -0.001285, 0.00655, 0.004489, 0.0009629, -0.001763, -0.0002374, -0.002579, 0.003955, -0.003158, 0.001218
   10000,     4181,      352,     8265,      984,  26.527, -72.907,      0,      0,      0,     0,      1,  -4100,  19.963,   3.581, 912, 0.1001, 0.09999, 0.02804, -0.0001143, -0.0004849, 0.001555,   0.792,   0.792,   0.094,   0.094,   0.401,   0.397,   0.034,   0.039,  19.963,  19.938,   3.581,   3.746, 4.506e-005, -1.854e-005, -0.002967, 0.002894, -0.0003219, 0.001257, -0.0006026, -0.0003838, -0.0001928, -0.0002669, 0.002181, 0.002376, 0.002315, -0.001464, -0.004468, -0.0008452, -0.0008009, -0.0004859, -0.001047, 0.001131, 0.004073, 0.0004039
   20000,     6128,      974,     9248,     1967,  53.098, -20.664,   -237,    -21,     69,  -195,     27,  -2038,  18.672,   5.962, 912, 0.1001, 0.09996, 0.02562, -0.004779, -0.0003536, 0.002146,   0.887,   0.887,   0.188,   0.188,   0.588,   0.582,   0.093,   0.099,  18.672,  18.561,   5.962,   5.952, 0.0005778, -0.0005247, -0.002342, 0.002321, 0.0001082, 0.0005525, 0.0001944, -0.0003793, -0.0007628, -0.0001946, -0.0001199, 0.001394, 0.0001282, -0.002994, -0.003762, -0.002136, 0.00142, 0.0008024, -6.811e-006, -0.001511, -0.00238, -0.001542
   30000,     7733,     1733,    10231,     2950,  97.803,  26.588,   -437,     14,     56,    -1,    -36,    -56,  15.387,   7.279, 912, 0.1002, 0.09995, 0.02221, -0.007704, -0.0002041, 0.002524,   0.981,   0.981,   0.283,   0.283,   0.741,   0.739,   0.166,   0.172,  15.387,  15.620,   7.279,   7.336, 0.001329, -0.001231, -0.002343, 0.00237, 0.000629, -0.0004309, 0.0004436, 0.0001357, -0.0006003, -5.031e-005, -0.001181, -0.0003657, -0.001749, -0.0007445, 0.002677, -0.001705, 0.001423, 9.685e-005, 0.000939, -0.001862, -0.001802, -0.001856
   40000,     9093,     2573,    11214,     3933, -565.885, -866.862,   -274,     15,     36,    -3,      6,    -61,  13.037,   8.054, 912, 0.1002, 0.09995, 0.01789, -0.004966, 0.001039, 0.00275,   1.075,   1.075,   0.377,   0.377,   0.872,   0.871,   0.247,   0.254,  13.037,  13.246,   8.054,   8.150, 0.001583, -0.002149, -0.002841, 0.001974, 0.0009564, -0.0009028, -0.001022, -0.09114, -0.009375, 0.122, 1.223e-005, -0.0008389, -0.001221, 0.001172, -0.001107, 0.0006397, -0.06548, -0.01645, 0.07872, 4.502e-005, 0.0004177, -0.0001591
   50001,    10354,     3452,    12197,     4916, -528.927, -5006.781,    258,    117,     22,    14,     12,     12,  12.087,   8.427, 912, 0.09902, 0.09964, 0.01442, -0.02525, 0.002266, 0.003732,   1.169,   1.169,   0.471,   0.471,   0.993,   0.986,   0.331,   0.339,  12.087,  11.522,   8.427,   8.566, 0.001735, -0.002264, -0.005362, 0.0003554, 0.0008921, 0.007625, 0.002202, -0.4774, -0.07201, 0.6764, -0.01744, 0.01431, 0.02347, 0.005463, 0.00447, -0.002654, -0.1387, -0.1786, 0.3203, -0.4227, 0.05489, 0.4447
   60000,    11484,     4392,    13181,     5899, 658.662, -4455.320,  -1904,    121,     91,   285,     55,   -303,  10.835,   9.009, 912, 0.0962, 0.0994, 0.01378, -0.01376, -0.02898, 0.03439,   1.264,   1.264,   0.565,   0.565,   1.101,   1.095,   0.421,   0.429,  10.835,  10.841,   9.009,   8.928, 0.001663, -0.001005, -0.005109, 0.0006535, 0.006734, -0.0007622, -0.003047, -0.4444, -0.02188, 0.7483, -0.05816, 0.01942, 0.07015, -0.2311, 0.1206, 0.2428, 0.1194, -0.1058, 0.1081, -0.05101, -0.01466, 0.1496
   70001,    12568,     5363,    14164,     6882, 479.475, 489.978,   1069,  -2937,   2881,  4667,    913,  -7579,  10.389,   9.305, 912, 0.09287, 0.09947, 0.01449, -0.02641, -0.02563, 0.05872,   1.358,   1.358,   0.660,   0.660,   1.205,   1.198,   0.514,   0.521,  10.389,  10.300,   9.305,   9.222, 0.001368, -0.0008881, -0.001946, 0.002436, 0.01602, 0.01922, 0.02146, 0.1388, 0.0313, 0.2006, 0.00457, -0.001744, 0.003381, -0.05453, 0.06185, 0.07863, 0.1397, 0.03519, 0.05053, 0.002841, -0.02597, 0.02524
   80000,    13610,     6343,    15147,     7865, 668.569, 1537.941,  -1175,    355,   2319,  7610,     80, -16617,   9.989,   9.399, 912, 0.09017, 0.09964, 0.01497, -0.02152, -0.03588, 0.07705,   1.452,   1.452,   0.754,   0.754,   1.305,   1.297,   0.608,   0.614,   9.989,   9.966,   9.399,   9.323, 0.00124, -0.0005716, -0.001464, 0.003002, 0.001576, 0.009186, 0.006377, 0.2177, -0.01051, 0.07513, -0.001443, 0.001028, -0.001944, -0.05015, 0.0231, 0.05106, 0.1193, -0.1077, 0.03937, 0.00257, -0.002838, 0.005994
   90001,    14579,     7315,    16130,     8848, -110.534, 622.171,    402,   -986,   1709,  1202,  -1544,  -9078,   9.292,   9.323, 912, 0.08811, 0.09978, 0.01526, -0.02502, -0.05006, 0.08425,   1.546,   1.546,   0.848,   0.848,   1.398,   1.395,   0.701,   0.708,   9.292,   9.763,   9.323,   9.379, 0.0007443, -0.0008549, -0.002405, 0.003027, 0.0283, 0.04445, 0.04518, 0.2015, -0.0375, 0.0645, -0.001087, 0.0001082, -0.0024, -0.01211, -0.01069, 0.09256, 0.0885, -0.03293, 0.03388, 0.001196, -0.0004084, 3.104e-005
