"% V-rep data recorded 02/27/17 07:37:58 "
"% FREQ =  18.850 "
"% PHASE =   5.498 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -2073,      -23,    -8192,        0, 224.355,   3.052, 0,0,0, 0,0,0, -19.875,  -0.223, 912, 0.09996, 0.1, 0.02949, 0.004439, -0.0002769, -0.001699,  -0.785,  -0.785,   0.000,   0.000,  -0.199,  -0.202,  -0.002,   0.002, -19.875, -20.201,  -0.223,   0.166, 0.002957, -0.002732, -0.004378, 0.004381, 0.0007174, -0.001461, 0.000268, -1.538e-005, 0.001466, 0.0001077, 0.0003999, -0.003023, -0.001462, 0.0003456, 0.004563, -0.001665, 0.002044, 6.26e-005, -0.002506, -0.004117, -0.002842, -0.003632
   10000,    -3711,      739,    -6225,     1967, -56.918, -106.234,      0,      0,      0,     0,      1,  -4100, -15.708,   7.304, 912, 0.09994, 0.1, 0.02802, 0.004107, -0.0005841, -0.003109,  -0.597,  -0.597,   0.188,   0.188,  -0.356,  -0.358,   0.071,   0.076, -15.708, -15.630,   7.304,   7.464, 0.0008055, -0.0008624, -0.002959, 0.002853, 3.201e-005, 0.001484, -0.0005588, -0.0007755, -0.0001619, -0.0001109, 0.002493, 0.002592, 0.002372, -0.001137, -0.004205, -0.001305, -0.000351, -0.001023, 0.0007022, 0.002379, 0.004194, 0.00105
   20000,    -3904,     1983,    -4259,     3933, -74.575, -70.647,    -31,    -28,   -132,   184,     84,  -1984,  -1.855,  11.930, 912, 0.09996, 0.1, 0.02558, 0.004641, -0.000415, -0.003876,  -0.408,  -0.408,   0.377,   0.377,  -0.374,  -0.379,   0.190,   0.195,  -1.855,  -2.064,  11.930,  11.920, 0.001211, -0.001286, -0.002399, 0.002329, 0.0007452, 0.0007091, 0.0005061, -0.0007475, -0.0005562, -0.0006501, 0.0005018, 0.001375, 0.0005534, -5.885e-006, -0.002446, -0.0007819, -0.0004023, 0.0006548, 5.437e-005, 0.003396, -0.0009241, 0.002376
   30000,    -3283,     3506,    -2293,     5899, -129.227,  -0.554,     51,     17,    -72,  -118,    -60,    -74,   5.959,  14.598, 912, 0.1, 0.1, 0.02215, 0.008334, -0.0001629, -0.00426,  -0.220,  -0.220,   0.565,   0.565,  -0.315,  -0.317,   0.336,   0.342,   5.959,   6.167,  14.598,  14.670, 0.001163, -0.001292, -0.002446, 0.002446, 0.0008954, -0.0002176, 0.0005439, -5.153e-006, -0.0004653, -2.523e-005, -0.0008033, -0.0002723, -0.001328, 0.002327, 0.002524, 0.001008, -0.0009729, -1.396e-005, -0.0006413, 0.001287, -0.001371, 0.000928
   40000,    -2136,     5202,     -327,     7865, -2410.589, -683.855,    347,     26,    -36,  -156,    -17,    -26,  10.995,  16.259, 912, 0.09999, 0.1, 0.01785, 0.004702, 0.001576, -0.004756,  -0.031,  -0.031,   0.754,   0.754,  -0.205,  -0.204,   0.499,   0.505,  10.995,  11.282,  16.259,  16.314, 0.0006043, -0.003015, -0.002836, 0.002152, -0.0004606, 0.0004981, 0.0003131, -0.071, -0.005852, 0.09392, -0.00181, 0.0007489, 0.0003643, 0.004124, -0.00017, -0.0008002, -0.2238, 0.01965, 0.2109, 0.0008218, 8.328e-005, -0.002767
   50001,     -717,     6979,     1639,     9831, -11398.504, -2484.063,   -341,    162,    -46,   -87,    -10,     18,  13.602,  17.037, 912, 0.09795, 0.1006, 0.01615, -0.03111, 0.02502, -0.01862,   0.157,   0.157,   0.942,   0.942,  -0.069,  -0.066,   0.669,   0.676,  13.602,  13.866,  17.037,  17.083, -0.003643, -0.007755, -0.003924, 0.00144, 0.004883, -0.002948, -0.007827, -0.4079, 0.0005809, 0.5635, -0.4576, -0.03089, 0.5089, 0.005155, -0.01335, -0.002145, -1.069, 0.4777, 1.031, 0.005656, 0.0004928, -0.002598
   60000,     1021,     8818,     3605,    11797, -774.232, -1433.335,  -3372,   2186,  -1307,   202,    -66,   -430,  16.663,  17.632, 912, 0.09456, 0.1018, 0.01687, -0.0312, 0.02997, -0.05129,   0.346,   0.346,   1.131,   1.131,   0.098,   0.095,   0.845,   0.853,  16.663,  16.090,  17.632,  17.691, 0.002213, -0.002987, -0.002051, 0.0006174, 0.002294, -0.001968, 0.001003, 0.1337, -0.05617, 0.07051, 0.05934, 0.1161, 0.1164, -0.001495, 0.01352, -0.01015, -0.09091, -0.05271, 0.1847, 0.0003393, 0.01396, -0.009066
   70001,     2824,    10707,     5571,    13763, 588.779, 249.330,    -17,    465,  -3066,  8162,  -2763, -14485,  17.286,  18.114, 912, 0.09169, 0.1028, 0.01718, -0.01175, 0.01269, -0.08698,   0.534,   0.534,   1.319,   1.319,   0.271,   0.267,   1.027,   1.034,  17.286,  17.176,  18.114,  18.119, 0.001294, -0.0007048, -0.002156, 0.002405, -0.001237, 0.0007418, 0.001151, 0.1189, -0.08004, 0.04778, 0.006096, 0.0236, 0.02291, 0.001078, 0.002368, -0.001849, 0.06531, -0.06891, 0.06919, 0.002043, -0.01373, -0.001517
   80000,     4656,    12612,     7537,    15729, 657.407, 384.481,   1907,  -1526,  -3295,  6398,   -764, -14482,  17.566,  18.265, 912, 0.08919, 0.1035, 0.01686, -0.01337, -0.01407, -0.1229,   0.723,   0.723,   1.508,   1.508,   0.446,   0.444,   1.209,   1.218,  17.566,  17.675,  18.265,  18.366, 0.0007389, -8.153e-005, -0.00218, 0.002564, -0.002791, 0.001098, -0.0004011, 0.09305, -0.0667, 0.03828, -0.005223, -0.0007861, -0.005135, 0.0002915, -0.005581, 0.000446, 0.08967, -0.06329, 0.06228, 0.003185, -0.005153, -0.0007129
   90001,     6518,    14535,     9503,    17695, 741.147,  73.178,     67,  -2515,  -3369, -1725,    943,  -2881,  17.853,  18.429, 912, 0.08694, 0.104, 0.01622, 0.00517, -0.04097, -0.1532,   0.911,   0.911,   1.696,   1.696,   0.625,   0.624,   1.393,   1.402,  17.853,  18.055,  18.429,  18.447, 0.001691, -0.0009494, -0.001789, 0.001862, -0.2129, -0.1114, 0.2083, 0.07684, -0.03954, 0.05189, -0.005185, 0.02431, 0.02125, 0.0001928, -0.002291, 0.001755, 0.08375, -0.02222, 0.07244, -0.002594, 0.006984, -0.0006128
