"% V-rep data recorded 02/27/17 04:52:47 "
"% FREQ =  18.850 "
"% PHASE =   4.102 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -2073,      -23,   -22755,        0, 224.355,   3.052, 0,0,0, 0,0,0, -19.875,  -0.223, 912, 0.09996, 0.1, 0.02949, 0.004439, -0.0002769, -0.001699,  -2.182,  -2.182,   0.000,   0.000,  -0.199,  -0.202,  -0.002,   0.002, -19.875, -20.201,  -0.223,   0.166, 0.002957, -0.002732, -0.004378, 0.004381, 0.0007174, -0.001461, 0.000268, -1.538e-005, 0.001466, 0.0001077, 0.0003999, -0.003023, -0.001462, 0.0003456, 0.004563, -0.001665, 0.002044, 6.26e-005, -0.002506, -0.004117, -0.002842, -0.003632
   10000,    -4159,      739,   -20789,     1967,  47.169, -106.599,      0,      0,      0,     0,      1,  -4100, -20.007,   7.304, 912, 0.09993, 0.1, 0.02802, 0.003647, -0.0005921, -0.003369,  -1.993,  -1.993,   0.188,   0.188,  -0.399,  -0.403,   0.071,   0.076, -20.007, -20.063,   7.304,   7.464, 0.0004214, -0.0003742, -0.00296, 0.002853, 1.852e-005, 0.001485, -0.0005197, -0.0007789, -0.00014, -8.362e-005, 0.002485, 0.002638, 0.002391, -0.002304, -0.004802, -0.001769, 0.000548, -0.0009733, 0.0007415, 0.001209, 0.003562, 0.0004466
   20000,    -6226,     1983,   -18823,     3933,  37.319, -72.365,    -74,    -29,   -156,   184,     84,  -1984, -19.815,  11.929, 912, 0.09992, 0.09999, 0.02559, 0.00124, -0.0004851, -0.005225,  -1.805,  -1.805,   0.377,   0.377,  -0.597,  -0.603,   0.190,   0.195, -19.815, -20.072,  11.929,  11.920, 0.0005788, -0.0005414, -0.0024, 0.002327, 0.0007239, 0.0007709, 0.0005641, -0.0007766, -0.0005385, -0.0005721, 0.0004762, 0.00145, 0.0005853, -0.0009203, -0.003484, -0.0007832, 0.0003562, 0.0007353, -0.0003128, 0.002731, -0.00111, 0.002116
   30000,    -8332,     3506,   -16857,     5899, -54.119,   1.936,   -226,     10,   -174,   -82,    -51,    -82, -20.191,  14.600, 912, 0.09991, 0.09998, 0.02219, 0.0001078, -0.0003422, -0.007109,  -1.616,  -1.616,   0.565,   0.565,  -0.799,  -0.804,   0.336,   0.342, -20.191, -20.060,  14.600,  14.670, 0.0004928, -0.0005469, -0.002446, 0.002448, 0.000908, -0.0002839, 0.0006012, 5.511e-005, -0.0004706, -6.028e-005, -0.00078, -0.0003375, -0.001304, 0.001685, 0.00274, 0.0007401, -0.0003743, -3.54e-005, -0.0005155, 0.0009331, -0.001834, 0.0004757
   40000,   -10421,     5192,   -14891,     7865,  96.584, -700.813,   -106,     13,   -176,   -42,      4,    -74, -20.023,  16.161, 912, 0.09988, 0.1, 0.01786, 0.007041, 0.0001834, -0.0079,  -1.428,  -1.428,   0.754,   0.754,  -0.999,  -1.004,   0.498,   0.505, -20.023, -19.979,  16.161,  16.297, 0.001446, -0.001349, -0.002798, 0.002097, 0.001229, -0.0004313, -0.001459, -0.08409, -0.009828, 0.1132, 0.0003564, -0.000684, -0.001687, 0.0009628, -0.001617, 0.001419, -0.001178, -0.0005908, 0.0003769, -0.001168, -8.208e-006, -0.00124
   50001,   -11500,     6965,   -12925,     9831, -5219.572, -3888.453,    651,     54,    -74,   -38,      7,    -26, -10.348,  17.001, 912, 0.09905, 0.09995, 0.01417, 0.01395, 0.02149, 0.003067,  -1.239,  -1.239,   0.942,   0.942,  -1.103,  -1.098,   0.668,   0.676, -10.348,  -9.451,  17.001,  17.104, -0.00248, -0.002739, -0.004642, 0.0007534, 0.004387, 0.002031, -0.0009131, -0.4277, -0.1048, 0.6042, -0.1191, 0.00645, 0.1262, 0.001358, 0.008515, -0.01247, -0.8141, 0.1085, 0.7402, 0.001985, 0.009439, -0.008339
   60000,   -11315,     8824,   -10959,    11797, -2979.129, -1319.767,    633,   2006,   1030,   124,     38,   -231,   1.775,  17.825, 912, 0.09637, 0.1001, 0.01534, 0.01105, 0.03278, 0.01415,  -1.051,  -1.051,   1.131,   1.131,  -1.085,  -1.082,   0.846,   0.853,   1.775,   1.672,  17.825,  17.652, 0.0007142, -0.003693, -0.001956, 0.0006361, 0.0008552, -0.003302, -0.005334, -0.1115, -0.02784, 0.2407, -0.4153, 0.0423, 0.5432, -0.001396, -0.007676, -0.001302, -0.6571, 0.255, 0.6594, 0.002389, 0.001859, -0.006105
   70001,   -10408,    10708,    -8992,    13763,  10.876, -223.428,   -269,   1061,   1035,  2940,    -46,  -6336,   8.693,  18.063, 912, 0.09375, 0.1006, 0.01672, 0.03249, 0.0313, 0.01994,  -0.862,  -0.862,   1.319,   1.319,  -0.998,  -0.996,   1.027,   1.034,   8.693,   8.522,  18.063,  18.122, 0.002721, -0.002711, -0.00267, 0.002447, -0.0006336, -0.0008184, -0.001763, 0.03772, -0.02209, 0.05277, 0.01242, 0.02252, 0.02172, 0.003508, 0.0036, 0.001625, -0.002539, -0.000936, -0.001962, 0.001908, -0.005836, 0.0002815
   80000,    -9073,    12611,    -7026,    15729, -424.731,  93.570,   2010,   -166,    611,  8474,  -1249, -24442,  12.795,  18.242, 912, 0.09122, 0.1009, 0.01729, 0.0425, 0.02786, 0.02342,  -0.674,  -0.674,   1.508,   1.508,  -0.870,  -0.870,   1.209,   1.217,  12.795,  12.652,  18.242,  18.321, 0.002234, -0.002659, -0.002376, 0.00247, 6.807e-005, 0.001037, 0.001578, 0.04866, -0.042, 0.02826, -0.004344, 0.001916, -0.003856, 0.001295, 0.0004387, -0.0001934, -0.04542, -0.06669, 0.04848, -0.0006479, 0.0006193, -0.002918
   90001,    -7482,    14531,    -5060,    17695, -38.790, -168.090,    934,   -341,    356,   176,  -1040,  -5192,  15.256,  18.408, 912, 0.08881, 0.101, 0.01709, 0.03191, 0.02165, 0.02724,  -0.485,  -0.485,   1.696,   1.696,  -0.717,  -0.719,   1.393,   1.401,  15.256,  15.031,  18.408,  18.411, 0.002256, -0.002295, -0.001984, 0.001816, 0.0007204, -0.0005137, 0.0004817, 0.03828, -0.01765, 0.02284, -0.04097, -0.0009527, 0.05145, -7.338e-005, 0.0002058, -0.0002731, -0.009412, -0.008907, 0.07061, -0.0009415, 0.0005799, -0.00212
