"% V-rep data recorded 02/27/17 04:39:33 "
"% FREQ =  18.850 "
"% PHASE =   3.403 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -2073,      -23,   -30037,        0, 224.355,   3.052, 0,0,0, 0,0,0, -19.875,  -0.223, 912, 0.09996, 0.1, 0.02949, 0.004439, -0.0002769, -0.001699,  -2.880,  -2.880,   0.000,   0.000,  -0.199,  -0.202,  -0.002,   0.002, -19.875, -20.201,  -0.223,   0.166, 0.002957, -0.002732, -0.004378, 0.004381, 0.0007174, -0.001461, 0.000268, -1.538e-005, 0.001466, 0.0001077, 0.0003999, -0.003023, -0.001462, 0.0003456, 0.004563, -0.001665, 0.002044, 6.26e-005, -0.002506, -0.004117, -0.002842, -0.003632
   10000,    -4159,      739,   -28071,     1967,  47.169, -106.599,      0,      0,      0,     0,      1,  -4100, -20.007,   7.304, 912, 0.09993, 0.1, 0.02802, 0.003647, -0.0005921, -0.003369,  -2.691,  -2.691,   0.188,   0.188,  -0.399,  -0.403,   0.071,   0.076, -20.007, -20.063,   7.304,   7.464, 0.0004214, -0.0003742, -0.00296, 0.002853, 1.852e-005, 0.001485, -0.0005197, -0.0007789, -0.00014, -8.362e-005, 0.002485, 0.002638, 0.002391, -0.002304, -0.004802, -0.001769, 0.000548, -0.0009733, 0.0007415, 0.001209, 0.003562, 0.0004466
   20000,    -6226,     1983,   -26105,     3933,  37.319, -72.365,    -74,    -29,   -156,   184,     84,  -1984, -19.815,  11.929, 912, 0.09992, 0.09999, 0.02559, 0.00124, -0.0004851, -0.005225,  -2.503,  -2.503,   0.377,   0.377,  -0.597,  -0.603,   0.190,   0.195, -19.815, -20.072,  11.929,  11.920, 0.0005788, -0.0005414, -0.0024, 0.002327, 0.0007239, 0.0007709, 0.0005641, -0.0007766, -0.0005385, -0.0005721, 0.0004762, 0.00145, 0.0005853, -0.0009203, -0.003484, -0.0007832, 0.0003562, 0.0007353, -0.0003128, 0.002731, -0.00111, 0.002116
   30000,    -8332,     3506,   -24139,     5899, -54.119,   1.936,   -226,     10,   -174,   -82,    -51,    -82, -20.191,  14.600, 912, 0.09991, 0.09998, 0.02219, 0.0001078, -0.0003422, -0.007109,  -2.314,  -2.314,   0.565,   0.565,  -0.799,  -0.804,   0.336,   0.342, -20.191, -20.060,  14.600,  14.670, 0.0004928, -0.0005469, -0.002446, 0.002448, 0.000908, -0.0002839, 0.0006012, 5.511e-005, -0.0004706, -6.028e-005, -0.00078, -0.0003375, -0.001304, 0.001685, 0.00274, 0.0007401, -0.0003743, -3.54e-005, -0.0005155, 0.0009331, -0.001834, 0.0004757
   40000,   -10421,     5192,   -22173,     7865,  96.584, -700.813,   -106,     13,   -176,   -42,      4,    -74, -20.023,  16.161, 912, 0.09988, 0.1, 0.01786, 0.007041, 0.0001834, -0.0079,  -2.126,  -2.126,   0.754,   0.754,  -0.999,  -1.004,   0.498,   0.505, -20.023, -19.979,  16.161,  16.297, 0.001446, -0.001349, -0.002798, 0.002097, 0.001229, -0.0004313, -0.001459, -0.08409, -0.009828, 0.1132, 0.0003564, -0.000684, -0.001687, 0.0009628, -0.001617, 0.001419, -0.001178, -0.0005908, 0.0003769, -0.001168, -8.208e-006, -0.00124
   50001,   -12569,     6953,   -20206,     9831, -4261.319, -3984.677,    651,     54,    -74,   -38,      7,    -26, -20.601,  16.885, 912, 0.09906, 0.09997, 0.0141, 0.02208, 0.02081, 0.003236,  -1.937,  -1.937,   0.942,   0.942,  -1.205,  -1.206,   0.667,   0.676, -20.601, -20.256,  16.885,  17.095, -0.00196, -0.002301, -0.004408, 0.0004232, 0.003744, 0.002861, -0.00102, -0.4307, -0.1068, 0.6035, -0.07889, 0.008288, 0.08577, 0.00169, 0.006505, -0.01116, -0.7543, 0.1056, 0.6947, 0.001726, 0.007955, -0.007449
   60000,   -14612,     8822,   -18240,    11797, -1293.038, -1192.298,   1397,   1948,   1046,   124,     38,   -231, -19.586,  17.917, 912, 0.09647, 0.1002, 0.01496, 0.03104, 0.03519, 0.01576,  -1.749,  -1.749,   1.131,   1.131,  -1.401,  -1.403,   0.846,   0.853, -19.586, -19.656,  17.917,  17.721, 1.311e-005, -0.001306, -0.002139, 0.0009463, 0.000549, -0.00384, -0.005468, -0.1308, -0.03648, 0.2564, -0.4259, 0.02504, 0.5376, -0.0005654, -0.005789, -0.0003584, -0.634, 0.3343, 0.673, 0.001512, -0.009924, -0.004494
   70001,   -15270,    10706,   -16274,    13763, -74.652, -372.997,    846,   1348,   1193,  2901,     13,  -6065,  -6.302,  18.062, 912, 0.0939, 0.1008, 0.0161, 0.0606, 0.03825, 0.02355,  -1.560,  -1.560,   1.319,   1.319,  -1.464,  -1.465,   1.026,   1.035,  -6.302,  -6.249,  18.062,  18.136, 0.000589, -0.0006637, -0.002619, 0.002246, 0.0002188, -0.0003671, -0.001396, 0.01884, -0.01167, 0.05706, 0.01117, 0.01987, 0.0188, 0.001579, 0.0009296, 0.0009624, -0.003668, -0.01754, 0.02409, 0.002029, 0.003287, 0.0001812
   80000,   -14900,    12615,   -14308,    15729, -386.395, 124.657,   2777,    245,    830,  8058,  -1705, -23330,   3.544,  18.302, 912, 0.09149, 0.1012, 0.01643, 0.06996, 0.03906, 0.03309,  -1.372,  -1.372,   1.508,   1.508,  -1.429,  -1.429,   1.209,   1.218,   3.544,   3.652,  18.302,  18.322, 0.0004047, -0.0007911, -0.002298, 0.002423, 0.0002823, 0.0007332, 0.001952, 0.0454, -0.03758, 0.02623, -0.00457, 0.000182, -0.004183, 9.213e-005, 0.00204, -0.000933, -0.004217, -0.07289, 0.07959, 0.0003735, -0.0008807, -0.001185
   90001,   -13871,    14537,   -12342,    17695, -369.107, -465.005,    881,     56,    930,   311,  -1451,  -5438,   9.863,  18.427, 912, 0.0893, 0.1013, 0.01611, 0.06732, 0.03153, 0.04455,  -1.183,  -1.183,   1.696,   1.696,  -1.330,  -1.332,   1.394,   1.402,   9.863,   9.657,  18.427,  18.409, 0.0006647, -0.001034, -0.001938, 0.001473, 0.0003283, -0.0005124, 0.0002278, 0.04027, -0.02112, 0.02361, -0.1092, -0.009347, 0.1455, -0.0005296, -0.0001622, -0.0004211, -0.0364, -0.08687, 0.1243, -0.001696, -0.0004638, -0.003212
