"% V-rep data recorded 02/27/17 04:46:01 "
"% FREQ =  18.850 "
"% PHASE =   3.752 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -2073,      -23,   -26396,        0, 224.355,   3.052, 0,0,0, 0,0,0, -19.875,  -0.223, 912, 0.09996, 0.1, 0.02949, 0.004439, -0.0002769, -0.001699,  -2.531,  -2.531,   0.000,   0.000,  -0.199,  -0.202,  -0.002,   0.002, -19.875, -20.201,  -0.223,   0.166, 0.002957, -0.002732, -0.004378, 0.004381, 0.0007174, -0.001461, 0.000268, -1.538e-005, 0.001466, 0.0001077, 0.0003999, -0.003023, -0.001462, 0.0003456, 0.004563, -0.001665, 0.002044, 6.26e-005, -0.002506, -0.004117, -0.002842, -0.003632
   10000,    -4159,      739,   -24430,     1967,  47.169, -106.599,      0,      0,      0,     0,      1,  -4100, -20.007,   7.304, 912, 0.09993, 0.1, 0.02802, 0.003647, -0.0005921, -0.003369,  -2.342,  -2.342,   0.188,   0.188,  -0.399,  -0.403,   0.071,   0.076, -20.007, -20.063,   7.304,   7.464, 0.0004214, -0.0003742, -0.00296, 0.002853, 1.852e-005, 0.001485, -0.0005197, -0.0007789, -0.00014, -8.362e-005, 0.002485, 0.002638, 0.002391, -0.002304, -0.004802, -0.001769, 0.000548, -0.0009733, 0.0007415, 0.001209, 0.003562, 0.0004466
   20000,    -6226,     1983,   -22464,     3933,  37.319, -72.365,    -74,    -29,   -156,   184,     84,  -1984, -19.815,  11.929, 912, 0.09992, 0.09999, 0.02559, 0.00124, -0.0004851, -0.005225,  -2.154,  -2.154,   0.377,   0.377,  -0.597,  -0.603,   0.190,   0.195, -19.815, -20.072,  11.929,  11.920, 0.0005788, -0.0005414, -0.0024, 0.002327, 0.0007239, 0.0007709, 0.0005641, -0.0007766, -0.0005385, -0.0005721, 0.0004762, 0.00145, 0.0005853, -0.0009203, -0.003484, -0.0007832, 0.0003562, 0.0007353, -0.0003128, 0.002731, -0.00111, 0.002116
   30000,    -8332,     3506,   -20498,     5899, -54.119,   1.936,   -226,     10,   -174,   -82,    -51,    -82, -20.191,  14.600, 912, 0.09991, 0.09998, 0.02219, 0.0001078, -0.0003422, -0.007109,  -1.965,  -1.965,   0.565,   0.565,  -0.799,  -0.804,   0.336,   0.342, -20.191, -20.060,  14.600,  14.670, 0.0004928, -0.0005469, -0.002446, 0.002448, 0.000908, -0.0002839, 0.0006012, 5.511e-005, -0.0004706, -6.028e-005, -0.00078, -0.0003375, -0.001304, 0.001685, 0.00274, 0.0007401, -0.0003743, -3.54e-005, -0.0005155, 0.0009331, -0.001834, 0.0004757
   40000,   -10421,     5192,   -18532,     7865,  96.584, -700.813,   -106,     13,   -176,   -42,      4,    -74, -20.023,  16.161, 912, 0.09988, 0.1, 0.01786, 0.007041, 0.0001834, -0.0079,  -1.777,  -1.777,   0.754,   0.754,  -0.999,  -1.004,   0.498,   0.505, -20.023, -19.979,  16.161,  16.297, 0.001446, -0.001349, -0.002798, 0.002097, 0.001229, -0.0004313, -0.001459, -0.08409, -0.009828, 0.1132, 0.0003564, -0.000684, -0.001687, 0.0009628, -0.001617, 0.001419, -0.001178, -0.0005908, 0.0003769, -0.001168, -8.208e-006, -0.00124
   50001,   -12567,     6953,   -16566,     9831, -4262.863, -3984.641,    651,     54,    -74,   -38,      7,    -26, -20.576,  16.886, 912, 0.09906, 0.09997, 0.0141, 0.02208, 0.02081, 0.003237,  -1.588,  -1.588,   0.942,   0.942,  -1.205,  -1.206,   0.667,   0.676, -20.576, -20.220,  16.886,  17.095, -0.00196, -0.002303, -0.004408, 0.0004232, 0.003745, 0.002863, -0.001021, -0.4307, -0.1068, 0.6035, -0.07889, 0.008289, 0.08577, 0.001698, 0.006507, -0.01117, -0.7543, 0.1056, 0.6947, 0.001737, 0.007952, -0.007459
   60000,   -13373,     8831,   -14599,    11797, -1933.762, -1344.610,   1397,   1948,   1046,   124,     38,   -231,  -7.727,  18.007, 912, 0.09645, 0.1001, 0.01503, 0.02404, 0.03598, 0.01608,  -1.400,  -1.400,   1.131,   1.131,  -1.282,  -1.283,   0.847,   0.853,  -7.727,  -7.706,  18.007,  17.716, -0.0001598, -0.001774, -0.00224, 0.0008951, 0.0007483, -0.003827, -0.005276, -0.1305, -0.03618, 0.2633, -0.427, 0.03343, 0.5458, -0.001473, -0.005284, -0.001911, -0.6734, 0.3067, 0.7002, 0.001633, -0.004843, -0.005355
   70001,   -13081,    10709,   -12633,    13763, 168.240, -562.996,    188,   1424,   1210,  2901,     14,  -6065,   2.798,  18.003, 912, 0.09388, 0.1008, 0.0163, 0.04993, 0.03758, 0.02341,  -1.211,  -1.211,   1.319,   1.319,  -1.254,  -1.255,   1.027,   1.034,   2.798,   2.765,  18.003,  18.104, 0.001397, -0.001229, -0.002764, 0.002201, -0.0001741, -0.0001831, -0.001596, 0.03274, -0.02098, 0.05339, 0.01784, 0.03361, 0.03285, 0.00245, -0.0005356, 0.002678, -0.003615, -0.003876, 0.006358, 0.001612, -0.007588, 0.001188
   80000,   -12114,    12613,   -10667,    15729, -570.668, 157.498,   2431,    113,    777,  8154,  -1671, -23593,   9.272,  18.256, 912, 0.09144, 0.1011, 0.01678, 0.05782, 0.03714, 0.03047,  -1.023,  -1.023,   1.508,   1.508,  -1.161,  -1.164,   1.209,   1.217,   9.272,   9.094,  18.256,  18.303, 0.001167, -0.001737, -0.002391, 0.002548, 0.0007079, -1.9e-005, 0.001761, 0.04562, -0.0356, 0.02577, -0.003809, -0.0006429, -0.00427, 0.0004607, 0.002548, -0.001819, -0.04112, -0.08257, 0.06463, -0.001022, 0.006802, -0.004249
   90001,   -10768,    14535,    -8701,    17695, -406.394, -504.668,    740,    -58,    691,   258,  -1416,  -5792,  12.903,  18.431, 912, 0.08911, 0.1013, 0.01661, 0.05242, 0.03097, 0.03761,  -0.834,  -0.834,   1.696,   1.696,  -1.032,  -1.035,   1.394,   1.402,  12.903,  12.964,  18.431,  18.440, 0.001424, -0.00183, -0.001972, 0.001467, 0.0001771, -0.0001084, 0.0002525, 0.04037, -0.02444, 0.02304, -0.0951, 0.002341, 0.129, -3.546e-005, -5.486e-005, 0.0001658, -0.06721, -0.05925, 0.1007, -0.001209, -0.0007484, -0.002542
