"% V-rep data recorded 03/13/17 02:04:08 "
"% FREQ =   9.425 "
"% PHASE =   6.021 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -1059,      -21,    -2730,        0,  58.373,   1.669, 0,0,0, 0,0,0, -10.160,  -0.206, 912, 0.09998, 0.1, 0.02949, 0.004585, -0.0003082, -0.001071,  -0.262,  -0.262,   0.000,   0.000,  -0.102,  -0.105,  -0.002,   0.002, -10.160, -10.516,  -0.206,   0.176, 0.00282, -0.002761, -0.004394, 0.004396, 0.0007396, -0.001419, 0.000267, -2.648e-005, 0.001515, 0.0001019, 0.0004368, -0.003063, -0.001467, 0.002233, 0.005164, -0.0006821, 0.0007843, -0.0002481, -0.002432, -0.002193, -0.002286, -0.002243
   10000,    -1332,      352,    -1747,      984, -25.831, -75.848,      0,      0,      0,     0,      1,  -4100,  -2.619,   3.580, 912, 0.09998, 0.1, 0.02801, 0.005165, -0.0005384, -0.00145,  -0.168,  -0.168,   0.094,   0.094,  -0.128,  -0.130,   0.034,   0.039,  -2.619,  -2.516,   3.580,   3.746, 0.0005681, -0.0005939, -0.002972, 0.002896, -0.0002562, 0.001414, -0.0005377, -0.0003775, -0.000149, -0.0002039, 0.002208, 0.002524, 0.002319, -0.001898, -0.003688, -0.001862, -0.0002748, -0.0007457, 0.0008056, 0.002267, 0.004271, 0.001237
   20000,    -1087,      974,     -764,     1967, -30.822, -23.765,     55,    -21,    -35,    93,     70,  -1985,   2.351,   5.963, 912, 0.1, 0.1, 0.02556, 0.005252, -0.0003481, -0.001623,  -0.073,  -0.073,   0.188,   0.188,  -0.104,  -0.109,   0.093,   0.099,   2.351,   2.160,   5.963,   5.952, 0.001021, -0.001051, -0.002356, 0.002332, 0.000152, 0.0004791, 0.0002624, -0.0003231, -0.0007271, -0.0002276, 2.407e-005, 0.001059, 0.0002346, -0.0007403, -0.003406, -0.0006365, 0.0001011, 0.0007226, -0.0002609, 0.002241, -0.001981, 0.001914
   30000,     -586,     1733,      219,     2950, -43.180,  26.355,      9,     18,    -16,  -106,    -68,    -42,   4.802,   7.274, 912, 0.1, 0.1, 0.02213, 0.006789, -2.454e-005, -0.001661,   0.021,   0.021,   0.283,   0.283,  -0.056,  -0.059,   0.166,   0.172,   4.802,   5.004,   7.274,   7.335, 0.001149, -0.001192, -0.002335, 0.002361, 0.0004513, -0.0002232, 0.0003184, -9.532e-006, -0.000549, 7.097e-005, -0.001316, -0.0001536, -0.0017, 0.001542, 0.001198, 0.000982, -0.0002624, 0.0001173, -0.0002504, -0.0001652, -0.00102, -0.000199
   40000,       64,     2581,     1202,     3933, -3122.160, -739.685,    145,     31,     -3,   -57,     -8,    -27,   6.238,   8.128, 912, 0.09994, 0.09999, 0.01789, -0.007221, 0.002607, -0.003264,   0.115,   0.115,   0.377,   0.377,   0.006,   0.009,   0.247,   0.254,   6.238,   6.792,   8.128,   8.172, 0.0003659, -0.003488, -0.002686, 0.001946, -0.0005137, 0.001233, 0.0009344, -0.07258, -0.002054, 0.0973, -0.001864, 0.00254, 0.0008813, 0.004537, 0.002234, -0.002273, -0.2946, 0.04666, 0.286, 0.0006564, 0.0006082, -0.004073
   50001,      882,     3486,     2185,     4916, -8031.937, -3353.761,  -1315,    245,   -150,   -37,     -1,     12,   7.844,   8.680, 912, 0.09787, 0.1007, 0.01575, -0.03083, 0.03499, -0.0206,   0.209,   0.209,   0.471,   0.471,   0.085,   0.085,   0.334,   0.339,   7.844,   7.580,   8.680,   8.569, -0.001139, -0.006893, -0.004908, 0.001555, 0.006031, -0.008271, -0.009883, -0.4989, -0.002259, 0.7003, -0.2961, -0.05118, 0.3359, 0.002698, -0.01114, 0.002289, -0.7343, 0.347, 0.7662, 0.003648, -0.001901, 0.00287
   60000,     1796,     4407,     3168,     5899, 340.346, -2262.398,  -2226,   3033,  -1632,   399,   -125,   -656,   8.754,   8.829, 912, 0.09398, 0.1013, 0.01599, 0.02575, 0.06216, -0.03891,   0.304,   0.304,   0.565,   0.565,   0.172,   0.172,   0.422,   0.429,   8.754,   8.660,   8.829,   8.971, 0.002762, -0.002421, -0.003724, 0.001462, 0.002365, 0.005278, 0.002821, -0.163, -0.1272, 0.3648, 0.01135, 0.007231, 0.01765, -0.0007861, 0.008801, -0.0094, 0.02437, -0.2391, 0.214, -0.05642, 0.02965, 0.09047
   70001,     2742,     5368,     4151,     6882, 392.147, 516.471,   5250,   2665,  -1535,  7884,  -2615, -12318,   9.075,   9.217, 912, 0.09053, 0.1014, 0.01622, 0.0191, 0.06563, -0.03986,   0.398,   0.398,   0.660,   0.660,   0.263,   0.260,   0.515,   0.521,   9.075,   8.880,   9.217,   9.205, 0.002705, -0.002313, -0.001514, 0.002031, -0.001338, 0.0006485, 0.001112, 0.1245, -0.04343, 0.08374, 0.009869, 0.03305, 0.02205, 0.0004865, 0.006205, -0.001446, 0.1635, -0.07626, 0.1211, 0.03724, 0.03738, 0.08242
   80000,     3708,     6338,     5134,     7865, 1230.180, 117.657,   -634,    302,   -128,  8189,   2136, -13731,   9.262,   9.298, 912, 0.08787, 0.1016, 0.01615, 0.01321, 0.04357, -0.03424,   0.492,   0.492,   0.754,   0.754,   0.355,   0.352,   0.608,   0.614,   9.262,   9.185,   9.298,   9.270, 0.002164, -0.0009337, -0.002211, 0.002328, -0.001777, -0.0001141, -0.001465, 0.1341, 0.003261, 0.07923, 0.02102, 0.04641, 0.04256, -5.16e-005, -0.003832, 0.002149, 0.149, -0.01429, 0.1096, -0.001984, -0.004181, -0.002625
   90001,     4680,     7322,     6117,     8848, 1360.981, 1072.631,   -469,  -2091,    493, -1093,    636,  -4670,   9.315,   9.428, 912, 0.08585, 0.1017, 0.01568, 0.002856, 0.004121, -0.02764,   0.586,   0.586,   0.848,   0.848,   0.449,   0.444,   0.702,   0.708,   9.315,   9.187,   9.428,   9.397, 0.001565, -0.0002041, -0.002075, 0.003148, -0.001422, 0.0008639, -0.0003179, 0.1397, -0.005333, 0.07328, -0.001463, 0.004915, -2.351e-005, -0.0003634, 0.0003263, 2.5e-005, 0.1524, -0.06008, 0.09769, 0.002559, 0.006862, -0.0008483
