"% V-rep data recorded 03/06/17 08:55:56 "
"% FREQ =   9.425 "
"% PHASE =   2.094 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,     2110,      -17,    21846,        0, -357.345,  -3.323, 0,0,0, 0,0,0,  20.225,  -0.168, 912, 0.1, 0.1, 0.02951, 0.002552, -0.0002542, 0.0008597,   2.094,   2.094,   0.000,   0.000,   0.202,   0.197,  -0.002,   0.003,  20.225,  19.702,  -0.168,   0.257, 0.001956, -0.002314, -0.004615, 0.004611, 0.0006893, -0.001179, 0.0002789, -9.81e-007, 0.001519, 0.0002703, 0.0005925, -0.003054, -0.001321, 0.006553, 0.004432, 0.001075, -0.001785, -1.228e-005, -0.002652, 0.003712, -0.003216, 0.001034
   10000,     4177,      360,    22829,      984,  38.169, -77.255,      0,      0,      0,     0,      1,  -4100,  19.822,   3.616, 912, 0.1001, 0.09999, 0.02804, 0.0003275, -0.0005093, 0.001596,   2.189,   2.189,   0.094,   0.094,   0.400,   0.396,   0.034,   0.040,  19.822,  19.930,   3.616,   3.700, 0.000581, -0.0005428, -0.002904, 0.002827, -0.000221, 0.001404, -0.0004764, -0.0004355, -2.308e-005, -0.0003412, 0.00218, 0.002517, 0.002377, -0.001498, -0.003989, -0.0008741, -0.0006623, -0.0002009, -0.001401, 0.001406, 0.004533, 0.000909
   20000,     6280,      978,    23812,     1967, -20.665, -16.858,   -208,    -23,     70,  -194,     27,  -2037,  20.159,   5.921, 912, 0.1001, 0.09997, 0.02562, -0.004504, -0.0003738, 0.002263,   2.283,   2.283,   0.188,   0.188,   0.602,   0.596,   0.094,   0.099,  20.159,  20.013,   5.921,   5.972, 0.0004351, -0.0004557, -0.002581, 0.002564, 9.387e-005, 0.000253, 0.0002476, -0.0003918, -0.0008771, -0.0001275, -0.0002252, 0.001034, 1.543e-005, -0.002426, -0.004301, -0.001958, 0.0008269, 0.0004183, 0.0002833, -0.0008889, -0.002966, -0.001468
   30000,     8377,     1737,    24795,     2950,  67.708,  26.583,   -453,     14,     63,    -2,    -34,    -59,  20.102,   7.283, 912, 0.1002, 0.09995, 0.02222, -0.008693, -0.0002206, 0.002832,   2.377,   2.377,   0.283,   0.283,   0.803,   0.796,   0.167,   0.173,  20.102,  19.929,   7.283,   7.351, -3.553e-005, 0.0001032, -0.002284, 0.002311, 0.0005872, -6.113e-005, 0.0004295, 0.0001431, -0.0004333, 3.569e-005, -0.001291, 6.689e-005, -0.001686, -0.000507, 0.001884, -0.001651, 0.00115, 0.0001417, 0.001088, -0.001823, -0.002407, -0.002096
   40000,    10440,     2577,    25778,     3933, -389.190, -894.759,   -393,     16,     54,   -13,      2,    -62,  19.784,   8.048, 912, 0.1002, 0.09995, 0.01791, -0.005327, 0.0008985, 0.003602,   2.471,   2.471,   0.377,   0.377,   1.001,   0.996,   0.247,   0.254,  19.784,  19.994,   8.048,   8.116, 0.0001683, -0.0005575, -0.002939, 0.002044, 0.001071, -0.001443, -0.001269, -0.0948, -0.01075, 0.1263, 0.000309, -0.001596, -0.001435, 0.0009411, -0.001206, 0.0004616, -0.04565, -0.006983, 0.05716, -0.0004292, -0.0001889, -0.0002966
   50001,    12539,     3472,    26761,     4916, -884.213, -5122.570,    317,    105,     73,     1,      8,    -18,  20.120,   8.587, 912, 0.09916, 0.09965, 0.01456, -0.03561, -0.007966, 0.007148,   2.566,   2.566,   0.471,   0.471,   1.202,   1.193,   0.333,   0.339,  20.120,  19.722,   8.587,   8.534, 0.001424, -0.002308, -0.006037, 0.0009141, 0.002517, 0.006999, 0.003197, -0.4835, -0.07531, 0.683, -0.01137, 0.01584, 0.01811, 0.002694, 0.002691, -0.00174, -0.1173, -0.1301, 0.2528, -0.4914, 0.05361, 0.5061
   60000,    14685,     4388,    27744,     5899, -1022.834, -5779.831,  -2845,   -821,    331,   245,     64,   -305,  20.571,   8.781, 912, 0.09629, 0.09936, 0.01417, -0.03404, -0.03075, 0.03543,   2.660,   2.660,   0.565,   0.565,   1.408,   1.392,   0.421,   0.428,  20.571,  19.895,   8.781,   8.863, 0.0003853, -0.001408, -0.006018, 0.0002377, 0.01603, 0.01803, 0.03197, -0.5423, -0.02164, 0.8721, -0.03015, 0.006208, 0.04098, -0.2914, 0.1218, 0.3064, 0.04551, -0.08829, 0.1233, -0.06746, -0.05668, 0.1592
   70001,    16781,     5368,    28727,     6882, -1014.176, 234.812,    132,  -2139,   2654,  4417,    600,  -8246,  20.099,   9.396, 912, 0.09267, 0.09926, 0.01532, -0.03421, -0.01757, 0.06753,   2.754,   2.754,   0.660,   0.660,   1.609,   1.591,   0.515,   0.521,  20.099,  19.888,   9.396,   9.267, 0.0001454, -0.00116, -0.002518, 0.002753, 0.003392, 0.0005896, 0.001654, 0.05875, 0.04467, 0.2412, 0.004319, -0.001531, 0.002026, -0.008255, 0.02115, 0.02613, 0.09158, 0.02422, 0.03834, 0.02956, -0.1022, 0.1259
   80000,    18854,     6346,    29710,     7865, -652.421, 1493.751,     28,   1237,   3014,  7801,    634, -16836,  19.874,   9.372, 912, 0.08969, 0.0992, 0.01617, -0.03181, -0.03029, 0.09502,   2.848,   2.848,   0.754,   0.754,   1.808,   1.791,   0.608,   0.614,  19.874,  20.048,   9.372,   9.355, -0.001077, 0.000425, -0.001998, 0.003492, 0.0008096, 0.0002494, 0.001264, 0.1952, 0.03695, 0.07524, 0.001593, 0.001007, -0.001082, -0.01019, 0.001796, 0.0071, 0.04643, 0.02315, 0.02517, 0.0147, -0.07091, 0.09151
   90001,    20911,     7331,    30693,     8848, -1155.346, 1370.794,    144,  -1206,   2577,  2190,   -630,  -9915,  19.725,   9.446, 912, 0.08704, 0.09938, 0.01687, -0.04425, -0.03385, 0.1069,   2.943,   2.943,   0.848,   0.848,   2.005,   1.993,   0.703,   0.708,  19.725,  20.185,   9.446,   9.402, -0.003787, 0.002631, -0.002208, 0.003578, -0.0004498, -0.001911, -0.002176, 0.1641, 0.0178, 0.06514, -0.001247, -0.0002994, -0.0005925, -0.1548, 0.1279, 0.1833, 0.009328, 0.004412, 0.002471, -0.0008073, -0.001732, 0.005999
