"% V-rep data recorded 03/06/17 08:27:52 "
"% FREQ =   9.425 "
"% PHASE =   2.880 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,     2079,      -31,    30038,        0, -335.938,  -4.341, 0,0,0, 0,0,0,  19.929,  -0.297, 912, 0.1, 0.1, 0.02951, 0.002374, -0.000241, 0.0008284,   2.880,   2.880,   0.000,   0.000,   0.199,   0.198,  -0.003,   0.002,  19.929,  19.791,  -0.297,   0.172, 0.002698, -0.003034, -0.00463, 0.004625, 0.0007438, -0.001328, 0.0003811, -8.741e-005, 0.002056, 0.0003009, 0.0004807, -0.003155, -0.001291, 0.006508, 0.00436, 0.001107, -0.001754, -0.0004403, -0.002678, 0.003722, -0.00341, 0.001038
   10000,     4183,      355,    31021,      984,  24.504, -72.408,      0,      0,      0,     0,      1,  -4100,  20.174,   3.696, 912, 0.1001, 0.09999, 0.02804, -0.0001631, -0.0004716, 0.00156,   2.974,   2.974,   0.094,   0.094,   0.401,   0.397,   0.034,   0.039,  20.174,  19.911,   3.696,   3.742, 0.001328, -0.001303, -0.00299, 0.002918, -0.0003099, 0.001624, -0.0005458, -0.0003269, -0.000666, -0.0004101, 0.00222, 0.002547, 0.002238, -0.001526, -0.004191, -0.001078, -0.0006382, 0.000324, -0.001424, 0.00143, 0.004654, 0.000766
   20000,     6237,      974,    32004,     1967,  -4.757, -17.643,   -238,    -21,     69,  -190,     29,  -2038,  19.691,   5.932, 912, 0.1001, 0.09996, 0.02562, -0.005259, -0.0003358, 0.002182,   3.068,   3.068,   0.188,   0.188,   0.598,   0.597,   0.093,   0.099,  19.691,  19.953,   5.932,   5.989, 0.001164, -0.001169, -0.00248, 0.002462, 0.0001037, 0.0003493, 0.0002321, -0.0003744, -0.0009683, -0.0001597, -0.0002463, 0.001352, 0.000168, -0.00259, -0.004097, -0.001684, 0.0006076, 0.0004396, 0.0004083, -0.001017, -0.002992, -0.001377
   30000,     8323,     1736,   -32549,     2950,  50.083,  24.467,   -478,     14,     59,   -10,    -40,    -58,  19.993,   7.308, 912, 0.1002, 0.09994, 0.02222, -0.009523, -0.0001828, 0.002704,  -3.121,  -3.121,   0.283,   0.283,   0.798,   0.796,   0.166,   0.172,  19.993,  19.912,   7.308,   7.338, 0.002555, -0.002505, -0.002053, 0.002077, 0.000635, -0.0002753, 0.0004171, 0.0001211, -0.0005083, -4.443e-006, -0.001184, -0.0002935, -0.001618, -8.751e-005, 0.002233, -0.001595, 0.001554, 0.0001128, 0.0006721, -0.001641, -0.002673, -0.001894
   40000,    10423,     2578,   -31566,     3933, -408.996, -914.494,   -400,     16,     50,    -4,      8,    -63,  20.135,   8.068, 912, 0.1002, 0.09995, 0.01791, -0.005812, 0.0009642, 0.003491,  -3.026,  -3.026,   0.377,   0.377,   0.999,   0.995,   0.247,   0.254,  20.135,  19.891,   8.068,   8.163, 0.00122, -0.001629, -0.003032, 0.002117, 0.001043, -0.0014, -0.001341, -0.09674, -0.00989, 0.1299, 0.000179, -0.001544, -0.001474, 0.0006526, -0.001508, 0.0006243, -0.04463, -0.00794, 0.05587, -0.000565, 0.0003757, -0.0003532
   50001,    12480,     3453,   -30583,     4916, -890.022, -5095.138,    349,    107,     74,    -8,      9,    -14,  19.727,   8.390, 912, 0.09915, 0.09964, 0.01456, -0.03486, -0.007574, 0.007034,  -2.932,  -2.932,   0.471,   0.471,   1.196,   1.193,   0.331,   0.339,  19.727,  19.824,   8.390,   8.533, 0.001788, -0.002678, -0.005209, 0.0001138, 0.002372, 0.006509, 0.003392, -0.4816, -0.08173, 0.6826, -0.01172, 0.01507, 0.01854, 0.002931, 0.002236, -0.002258, -0.1184, -0.1258, 0.2584, -0.4934, 0.05122, 0.5072
   60000,    14575,     4399,   -29600,     5899, -865.268, -5030.461,  -2729,   -791,    331,   249,     62,   -317,  20.078,   9.071, 912, 0.09636, 0.09934, 0.01406, -0.04047, -0.03205, 0.03362,  -2.838,  -2.838,   0.565,   0.565,   1.397,   1.391,   0.422,   0.428,  20.078,  19.830,   9.071,   8.881, 0.0007679, -0.001633, -0.005688, 0.0006575, 0.0219, 0.02882, 0.03274, -0.4402, -0.007941, 0.7588, -0.03249, 0.01092, 0.04557, -0.2708, 0.1153, 0.2868, 0.04694, -0.07809, 0.1179, -0.05006, -0.04986, 0.1405
   70001,    16669,     5361,   -28617,     6882, -961.229, 108.956,   -542,  -2293,   2500,  4428,    654,  -8250,  20.079,   9.228, 912, 0.09321, 0.09941, 0.01485, -0.03927, -0.02617, 0.05385,  -2.744,  -2.744,   0.660,   0.660,   1.598,   1.590,   0.514,   0.520,  20.079,  19.899,   9.228,   9.224, 0.0002205, -0.001182, -0.00242, 0.002529, 0.02754, 0.03427, 0.03479, 0.1655, 0.05908, 0.1755, 0.01191, -0.008096, 0.02127, -0.01895, 0.0196, 0.04139, 0.08907, 0.03356, 0.03917, 0.01693, -0.09017, 0.1048
   80000,    18739,     6342,   -27634,     7865, -990.899, 1456.942,    132,    549,   1896,  7544,    500, -16383,  19.849,   9.402, 912, 0.09084, 0.09954, 0.01563, -0.04565, -0.03408, 0.06564,  -2.649,  -2.649,   0.754,   0.754,   1.797,   1.790,   0.608,   0.614,  19.849,  20.006,   9.402,   9.383, -0.001268, 0.0002775, -0.00182, 0.003277, 0.007257, 0.01609, 0.01431, 0.2241, 0.03276, 0.07473, -0.002788, 0.00109, -0.003735, -0.05511, -0.04463, 0.1117, 0.05483, 0.02795, 0.02794, 0.01382, -0.05051, 0.0674
   90001,    20798,     7323,   -26651,     8848, -687.582, 1038.679,   -638,   -709,   1123,   549,   -894,  -8929,  19.741,   9.402, 912, 0.08902, 0.09977, 0.01626, -0.05316, -0.03703, 0.07193,  -2.555,  -2.555,   0.848,   0.848,   1.994,   1.991,   0.702,   0.708,  19.741,  20.076,   9.402,   9.368, -0.002698, 0.00201, -0.00216, 0.003199, 0.01449, 0.02546, 0.02697, 0.2037, 0.01826, 0.06619, -0.00175, 0.0005139, -0.002235, -0.06264, -0.031, 0.1581, 0.009706, 0.005486, 0.005032, -0.001097, -0.006131, 0.01595
