"% V-rep data recorded 02/13/17 08:13:34 "
"% FREQ =   9.425 "
"% PHASE =   3.142 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -2081,      -32,   -32767,        0, 294.971, -63.056, 0,0,0, 0,0,0, -19.959,  -0.308, 912, 0.09995, 0.1, 0.02949, 0.004674, -0.0002178, 0.007057,  -3.142,  -3.142,   0.000,   0.000,  -0.200,  -0.203,  -0.003,   0.002, -19.959, -20.325,  -0.308,   0.174, 0.002977, -0.002682, -0.004311, 0.004248, 0.001573, -0.0008163, 0.0001895, 0.0006084, 0.002061, 0.0003089, 0.001164, -0.00377, -0.0008487, -0.0009534, 0.00501, -0.001646, 0.00144, 3.343e-005, -0.002782, -0.004799, -0.003959, -0.004332
   10000,    -4152,      351,   -31784,      984,  87.863, -138.677,      0,      0,      0,     0,      1,  -4100, -19.850,   3.670, 912, 0.09992, 0.09995, 0.02802, 0.004258, -0.0004023, 0.03165,  -3.047,  -3.047,   0.094,   0.094,  -0.398,  -0.403,   0.034,   0.039, -19.850, -20.000,   3.670,   3.756, 0.0008888, -0.000801, -0.002585, 0.002446, 0.0004894, 0.002197, -0.0005536, 0.0001466, -0.0003539, -0.0002642, 0.002841, 0.001692, 0.002822, -0.002504, -0.003609, -0.001588, -0.0001065, -0.0002205, 0.0004491, 0.0007108, 0.002977, 0.0001515
   20000,    -6214,      975,   -30801,     1967, 100.182, -81.078,    -39,    -17,   2309,   194,    -43,  -1983, -19.768,   5.978, 912, 0.09988, 0.09988, 0.02559, 0.002157, -0.0002388, 0.07343,  -2.953,  -2.953,   0.188,   0.188,  -0.596,  -0.603,   0.093,   0.099, -19.768, -19.963,   5.978,   5.957, -0.000331, 0.0004312, -0.00259, 0.002509, 0.0008537, 0.001461, 8.546e-005, 9.724e-005, -0.001009, 8.95e-006, 0.0004705, 0.0002999, 0.00055, -0.001632, -0.003341, -0.0002654, 2.686e-005, 0.001174, -0.0004682, 0.002334, -0.002879, 0.001595
   30000,    -8293,     1739,   -29818,     2950,  -6.667, -28.785,   -196,     22,   3923,   -28,   -301,    -77, -19.934,   7.326, 912, 0.09986, 0.09978, 0.02217, 0.001054, -6.424e-005, 0.1325,  -2.859,  -2.859,   0.283,   0.283,  -0.795,  -0.803,   0.167,   0.172, -19.934, -20.006,   7.326,   7.346, 0.0003021, -0.0003087, -0.002308, 0.002279, 0.001063, 0.0008072, 0.0001495, 0.000689, -0.0006827, 8.711e-005, -0.0005448, -0.001001, -0.00112, 0.001173, 0.00264, 0.0007526, -0.001056, -0.0005566, -0.0006132, 0.0006721, -0.003536, -6.818e-005
   40000,   -10376,     2590,   -28835,     3933, 137.391, -435.492,   -102,     24,   5548,    13,   -234,    -56, -19.968,   8.161, 912, 0.09983, 0.09966, 0.01782, 0.005016, 0.001093, 0.2094,  -2.765,  -2.765,   0.377,   0.377,  -0.995,  -1.004,   0.248,   0.254, -19.968, -20.099,   8.161,   8.195, 0.0008572, -0.0007198, -0.002445, 0.002009, 0.001246, 0.0005918, -0.001154, -0.03989, -0.003011, 0.07117, 0.001015, -0.0008784, -0.000704, 0.0004199, -0.001363, 0.00114, -0.001251, -7.048e-005, -0.0003865, -0.001268, -0.001438, -0.001858
   50001,   -12497,     3478,   -27852,     4916, -3878.252, -1820.523,    384,     59,   7220,    18,   -224,    -13, -20.340,   8.510, 912, 0.09945, 0.09946, 0.01364, -0.009776, 0.01104, 0.3069,  -2.670,  -2.670,   0.471,   0.471,  -1.198,  -1.205,   0.333,   0.340, -20.340, -20.095,   8.510,   8.613, -0.002058, -0.00182, -0.003077, 0.001256, 0.001427, 0.005396, 0.0004134, -0.1466, -0.08772, 0.3738, -0.03817, 0.008844, 0.04809, 0.0007877, 0.005466, -0.01015, -0.7363, 0.307, 0.6449, 0.001715, 0.007194, -0.007661
   60000,   -14563,     4448,   -26869,     5899, -1114.142, 4797.399,  -1164,   1203,   9151,   106,   -210,   -142, -19.803,   9.304, 912, 0.0976, 0.09984, 0.01395, -0.01762, -0.001509, 0.3971,  -2.576,  -2.576,   0.565,   0.565,  -1.396,  -1.405,   0.426,   0.432, -19.803, -20.046,   9.304,   9.138, -0.000175, -0.0009392, 0.0005577, 0.00424, -0.0007106, -0.01026, -0.008225, 0.08323, -0.1285, 0.2359, -0.6362, -0.1855, 0.7227, 0.0003026, -0.008984, 8.023e-005, -0.9286, 0.944, 0.7745, 0.00314, -0.003554, -0.005819
   70001,   -16631,     5406,   -25886,     6882, 240.441, 1563.897,  -1057,   -900,   8461,  1439,   -716,  -4603, -19.832,   9.189, 912, 0.09562, 0.1008, 0.01523, -0.002902, -0.01941, 0.4803,  -2.482,  -2.482,   0.660,   0.660,  -1.595,  -1.605,   0.518,   0.523, -19.832, -20.010,   9.189,   9.150, 0.0003586, -0.0001182, -0.001386, 0.00295, 0.001475, 0.005444, -0.001174, 0.1994, -0.1546, 0.1019, 0.002043, -0.005643, -0.005032, 0.0009692, 0.002037, 0.001494, -0.0006599, -0.002774, -0.004685, 0.001579, -0.006569, 2.947e-005
   80000,   -18716,     6361,   -24903,     7865,  13.320, 950.617,    625,  -2083,   7798,  6099,  -3849, -23200, -19.988,   9.149, 912, 0.09403, 0.1015, 0.0159, 0.0396, -0.02681, 0.5756,  -2.388,  -2.388,   0.754,   0.754,  -1.794,  -1.805,   0.610,   0.615, -19.988, -19.931,   9.149,   9.208, -0.0008656, 0.000879, -0.001999, 0.002949, 0.00242, -0.001231, 0.0003892, 0.1027, -0.2009, 0.1053, -0.001136, -0.004753, -0.005075, -0.0009082, 0.001132, -0.001284, -0.001248, -0.0001335, -0.0005028, -0.001262, -0.0003643, -0.002144
   90001,   -20694,     7325,   -23920,     8848, 1047.235, 179.044,   3217,  -2460,   8896,     6,  -1644,  -8493, -18.959,   9.249, 912, 0.09253, 0.1019, 0.01615, 0.06046, -0.03536, 0.6782,  -2.293,  -2.293,   0.848,   0.848,  -1.984,  -1.989,   0.702,   0.708, -18.959, -18.451,   9.249,   9.297, -0.001456, 0.002503, -0.002162, 0.002341, 0.0003367, 0.002146, 0.0008162, 0.05961, -0.1264, 0.08135, -0.0008047, 0.006903, 0.002855, -0.1037, 0.008789, 0.1714, -0.1601, 0.1012, 0.131, -0.0005038, 0.00154, -0.004679
