"% V-rep data recorded 03/13/17 01:34:23 "
"% FREQ =   9.425 "
"% PHASE =   4.712 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,    -2073,      -23,   -16384,        0, 224.355,   3.052, 0,0,0, 0,0,0, -19.875,  -0.223, 912, 0.09996, 0.1, 0.02949, 0.004439, -0.0002769, -0.001699,  -1.571,  -1.571,   0.000,   0.000,  -0.199,  -0.202,  -0.002,   0.002, -19.875, -20.201,  -0.223,   0.166, 0.002957, -0.002732, -0.004378, 0.004381, 0.0007174, -0.001461, 0.000268, -1.538e-005, 0.001466, 0.0001077, 0.0003999, -0.003023, -0.001462, 0.0003456, 0.004563, -0.001665, 0.002044, 6.26e-005, -0.002506, -0.004117, -0.002842, -0.003632
   10000,    -4159,      352,   -15400,      984,  47.913, -77.470,      0,      0,      0,     0,      1,  -4100, -20.007,   3.588, 912, 0.09993, 0.1, 0.02802, 0.003354, -0.0005867, -0.003137,  -1.477,  -1.477,   0.094,   0.094,  -0.399,  -0.403,   0.034,   0.039, -20.007, -20.063,   3.588,   3.749, 0.0004236, -0.0003757, -0.002951, 0.002873, -0.0002646, 0.001458, -0.0004622, -0.0004139, -7.366e-005, -0.0001437, 0.002202, 0.002612, 0.002352, -0.002318, -0.00481, -0.001781, 0.0005439, -0.0009662, 0.000733, 0.001202, 0.003583, 0.0004281
   20000,    -6226,      974,   -14417,     1967,  38.268, -26.945,   -101,    -29,   -134,   184,     84,  -1984, -19.815,   5.966, 912, 0.0999, 0.09999, 0.02559, 0.0001424, -0.0004491, -0.004624,  -1.382,  -1.382,   0.188,   0.188,  -0.597,  -0.603,   0.093,   0.099, -19.815, -20.073,   5.966,   5.954, 0.000583, -0.0005447, -0.002346, 0.002319, 0.000204, 0.0006017, 0.0003214, -0.0003317, -0.0006469, -0.0001857, 3.331e-005, 0.001218, 0.0002526, -0.0009442, -0.003477, -0.0008299, 0.0003587, 0.0007499, -0.0003379, 0.002718, -0.001098, 0.002083
   30000,    -8332,     1733,   -13434,     2950, -55.269,  30.227,   -301,     12,   -139,   -47,    -56,    -74, -20.192,   7.280, 912, 0.09988, 0.09997, 0.02217, -0.002532, -0.0002605, -0.006104,  -1.288,  -1.288,   0.283,   0.283,  -0.799,  -0.804,   0.166,   0.172, -20.192, -20.060,   7.280,   7.338, 0.0004961, -0.0005514, -0.002356, 0.002386, 0.000492, -0.0004781, 0.0003984, 0.0001087, -0.0005973, -2.267e-005, -0.001194, -0.00059, -0.001694, 0.001706, 0.002814, 0.0007141, -0.0003546, -1.449e-005, -0.0005354, 0.0009424, -0.001872, 0.0004692
   40000,    -9956,     2570,   -12451,     3933,  28.005, -755.009,   -251,     17,   -138,   -20,      3,    -62, -15.570,   8.026, 912, 0.09984, 0.09998, 0.01783, 0.003828, 0.0003222, -0.006472,  -1.194,  -1.194,   0.377,   0.377,  -0.955,  -0.958,   0.246,   0.254, -15.570, -15.370,   8.026,   8.145, 0.001629, -0.001601, -0.002667, 0.001912, 0.00112, -0.0008162, -0.001539, -0.08213, -0.008753, 0.1103, 0.0002851, -0.001105, -0.001754, 0.001665, -0.001033, 0.001571, -0.001743, -0.0007763, 0.0004026, -0.0005789, 0.0004775, -0.0009253
   50001,   -10601,     3438,   -11468,     4916, -5888.860, -4534.354,    597,     59,    -34,   -33,      9,    -10,  -6.183,   8.319, 912, 0.09909, 0.09992, 0.01421, 0.002551, 0.02286, 0.00178,  -1.100,  -1.100,   0.471,   0.471,  -1.016,  -1.015,   0.330,   0.339,  -6.183,  -5.746,   8.319,   8.545, -0.002859, -0.00303, -0.004625, 9.025e-005, 0.003265, 0.003784, -8.265e-005, -0.4225, -0.1167, 0.5967, -0.01901, 0.01379, 0.02862, 0.001319, 0.006814, -0.0137, -0.8287, 0.1075, 0.7574, 0.001557, 0.009941, -0.008982
   60000,   -10566,     4383,   -10485,     5899, -2788.405, -1365.428,   -133,   2115,    775,    73,     37,   -199,   0.337,   9.057, 912, 0.09623, 0.1001, 0.01512, 0.02432, 0.05461, 0.0133,  -1.005,  -1.005,   0.565,   0.565,  -1.013,  -1.013,   0.420,   0.428,   0.337,   0.229,   9.057,   8.906, 0.0002694, -0.003058, -0.002423, 0.001057, 0.003561, -0.008792, -0.009851, -0.3672, -0.06562, 0.5405, -0.4214, -0.06627, 0.4888, 0.002749, -0.006187, 0.00292, -0.5521, 0.2926, 0.6071, 0.008297, -0.0009503, 0.0005182
   70001,   -10149,     5357,    -9502,     6882,  75.056, 352.075,   2048,   2978,   1129,  2586,     -6,  -6653,   3.997,   9.345, 912, 0.09303, 0.1004, 0.01649, 0.04805, 0.08339, 0.02572,  -0.911,  -0.911,   0.660,   0.660,  -0.973,  -0.973,   0.514,   0.520,   3.997,   3.959,   9.345,   9.236, 0.002328, -0.002253, -0.001571, 0.001923, -0.0007756, 0.002722, -9.12e-005, 0.04682, 0.006565, 0.05111, 0.001926, 0.006967, 0.002957, 0.0008315, 0.003566, -0.0005873, 0.01121, -0.02488, 0.04793, 0.01819, -0.02042, 0.01334
   80000,    -9493,     6330,    -8519,     7865, -282.740, 424.040,   2257,   2673,   1288,  9234,   -884, -22636,   6.293,   9.322, 912, 0.09015, 0.1005, 0.01719, 0.05766, 0.1008, 0.04084,  -0.817,  -0.817,   0.754,   0.754,  -0.910,  -0.913,   0.607,   0.613,   6.293,   6.072,   9.322,   9.309, 0.001682, -0.001965, -0.001941, 0.002365, 0.001013, 0.002041, 0.003074, 0.06022, -0.03318, 0.05352, -0.0001543, 0.001896, 0.000339, -0.00321, -0.0009216, -0.002987, 0.008871, -0.03647, 0.05569, 0.05597, -0.01747, 0.04211
   90001,    -8719,     7306,    -7536,     8848, -213.352, 226.541,    939,   1610,   1494,  1918,   -502,  -5975,   7.421,   9.356, 912, 0.08763, 0.1004, 0.01721, 0.04444, 0.1002, 0.0564,  -0.723,  -0.723,   0.848,   0.848,  -0.836,  -0.838,   0.700,   0.707,   7.421,   7.416,   9.356,   9.356, 0.001661, -0.001875, -0.00213, 0.002357, 0.0002513, -0.0003188, 0.001039, 0.05106, -0.03226, 0.04914, -0.01434, 0.008865, 0.03193, -0.0006985, 0.001004, -0.0009109, -0.009573, 0.0151, 0.0189, 0.05572, -0.04265, 0.04324
  100001,    -7874,     8278,    -6553,     9831, -1433.960, -1062.469,  -1236,     -1,   1336,  -970,    225,  -1619,   8.097,   9.325, 912, 0.08545, 0.1004, 0.01685, 0.02903, 0.08221, 0.06655,  -0.628,  -0.628,   0.942,   0.942,  -0.755,  -0.757,   0.794,   0.801,   8.097,   8.149,   9.325,   9.362, 0.00118, -0.002614, -0.002642, 0.001579, -0.00158, -0.0006609, -0.001133, 0.07197, -0.0167, 0.05425, 0.03141, 0.07518, 0.07481, 0.0005101, -0.000803, -0.0004314, -0.169, 0.1316, 0.1788, 0.0285, -0.01298, 0.02393
  110000,    -6968,     9236,    -5570,    10814, -1530.582, -1603.228,  -1534,  -1606,    808,  -985,    552,  -1824,   8.684,   9.186, 912, 0.08358, 0.1009, 0.01656, 0.008666, 0.0523, 0.0684,  -0.534,  -0.534,   1.037,   1.037,  -0.668,  -0.670,   0.885,   0.894,   8.684,   8.688,   9.186,   9.343, 0.001065, -0.002596, -0.002777, 0.001174, -0.002015, -0.0004589, -0.001866, 0.09713, -0.02284, 0.06026, 0.04996, 0.1057, 0.1092, 0.00121, 0.0002807, -8.787e-005, -0.1918, 0.06252, 0.2363, -0.002287, 0.001074, -0.004825
  120000,    -6008,    10223,    -4587,    11797, -647.043, -1509.929,  -2092,  -2672,     16,  -853,   -496,  -2953,   9.208,   9.457, 912, 0.08215, 0.1014, 0.01621, -0.01372, 0.005683, 0.06451,  -0.440,  -0.440,   1.131,   1.131,  -0.576,  -0.579,   0.980,   0.988,   9.208,   9.077,   9.457,   9.405, 0.001216, -0.001863, -0.002938, 0.001428, -0.0009771, 0.0002704, -0.0006689, 0.1016, -0.04971, 0.08302, 0.04622, 0.09661, 0.1086, 0.0001461, 0.000715, -5.558e-005, -0.06964, -0.1587, 0.1391, -0.0005736, 0.001825, -0.003224
  130000,    -5052,    11232,    -3604,    12780, -1184.786, -362.070,  -2398,  -4220,   -479,  -901,  -1913,  -4662,   9.162,   9.675, 912, 0.08091, 0.1017, 0.01599, -0.02028, -0.04045, 0.06013,  -0.346,  -0.346,   1.225,   1.225,  -0.484,  -0.487,   1.077,   1.083,   9.162,   9.205,   9.675,   9.448, -0.000144, -0.001041, -0.002951, 0.002589, -0.2738, -0.01209, 0.2709, 0.05599, -0.05719, 0.1458, 0.02197, 0.03965, 0.05249, -6.901e-005, -0.002779, -0.0003055, -0.1442, -0.1384, 0.2044, 0.0006303, -0.002212, 0.004507
  140001,    -4115,    12216,    -2621,    13763, -1127.997,  75.680,   -893,  -4282,   -420, -1386,    -17,  -4222,   8.990,   9.434, 912, 0.07931, 0.1015, 0.0167, -0.02997, -0.03498, 0.05678,  -0.251,  -0.251,   1.319,   1.319,  -0.395,  -0.396,   1.171,   1.177,   8.990,   9.126,   9.434,   9.439, 0.001554, -0.002682, -0.002669, 0.002745, -0.01589, 0.01275, 0.04998, 0.1113, -0.04831, 0.04049, -0.00391, 0.003811, -0.003167, -0.001679, 0.001716, -0.005882, -0.1082, -0.1274, 0.1733, 0.0006866, 0.008391, -0.004827
  150001,    -3134,    13211,    -1638,    14746,  -5.686,  71.693,   -876,    568,   -277,  -747,   1334,  -4569,   9.398,   9.542, 912, 0.078, 0.1013, 0.01682, -0.02737, -0.03451, 0.04709,  -0.157,  -0.157,   1.414,   1.414,  -0.301,  -0.303,   1.267,   1.272,   9.398,   9.305,   9.542,   9.473, 0.001965, -0.00197, -0.002491, 0.002563, -0.002626, 0.01453, 0.01871, 0.1158, -0.01624, 0.03781, 0.00526, 0.01187, 0.01848, 0.001339, 0.001374, 0.0005279, 0.0003174, 0.01392, 0.0489, 0.003282, -0.00734, 0.00289
  160000,    -2146,    14197,     -655,    15729, -1603.858, -568.552,    247,     31,   -918,   345,   2385,  -6944,   9.480,   9.456, 912, 0.07681, 0.1011, 0.01675, -0.02201, -0.03431, 0.03276,  -0.063,  -0.063,   1.508,   1.508,  -0.206,  -0.209,   1.361,   1.366,   9.480,   9.360,   9.456,   9.377, 4.747e-005, -0.001651, -0.002022, 0.001453, -0.03696, -0.04788, 0.07653, 0.103, -0.009156, 0.03719, -0.06672, 0.08782, 0.0753, 0.0008365, -0.000358, -0.000719, -0.1579, -0.04623, 0.2302, 0.0009604, -0.002967, -0.0009337
  170001,    -1189,    15168,      328,    16712, -426.901, -422.490,    503,     -5,  -1362, -1167,    318,  -1720,   9.166,   9.302, 912, 0.07572, 0.1009, 0.0168, -0.01517, -0.03533, 0.01734,   0.031,   0.031,   1.602,   1.602,  -0.114,  -0.116,   1.454,   1.459,   9.166,   9.357,   9.302,   9.355, 0.0007753, -0.001202, -0.001632, 0.001209, -0.02376, -0.03938, 0.08403, 0.09186, -0.009383, 0.032, -0.007965, 0.04283, 0.04843, 0.0001328, 0.0009073, -0.0007339, -0.04771, -0.0697, 0.1598, -0.002019, 0.006554, -0.004168
  180001,     -209,    16150,     1311,    17695, -644.158, -625.242,    639,   -116,  -1469,  -613,    104,  -3271,   9.397,   9.422, 912, 0.07492, 0.1006, 0.01675, -0.006119, -0.03487, 0.003874,   0.126,   0.126,   1.696,   1.696,  -0.020,  -0.021,   1.548,   1.553,   9.397,   9.517,   9.422,   9.412, 0.001061, -0.001705, -0.0009449, 0.0003197, -0.03481, -0.07808, 0.1181, 0.08202, -0.006088, 0.02907, -0.01175, 0.06781, 0.07376, 0.0003303, -0.0003047, -0.0006591, -0.06241, 0.004678, 0.2038, -0.0002908, -0.004408, -0.0008631
  190000,      777,    17148,     2294,    18678, -1279.020, -712.171,    850,     29,  -1293,  -574,    131,  -4631,   9.455,   9.566, 912, 0.0742, 0.1005, 0.01683, 0.00186, -0.03405, -0.01153,   0.220,   0.220,   1.791,   1.791,   0.074,   0.074,   1.644,   1.647,   9.455,   9.422,   9.566,   9.333, 0.0006247, -0.001904, -4.358e-005, -0.0006686, -0.005827, -0.0617, 0.08263, 0.06881, -0.008202, 0.02743, -0.02329, 0.09486, 0.0977, -7.404e-005, -0.0003183, -0.001208, -0.1169, 0.06612, 0.2812, 0.00137, -0.0002731, -0.0003385
