"% V-rep data recorded 03/13/17 03:02:58 "
"% FREQ =   9.425 "
"% PHASE =   0.524 "
"% MAX_TORQUE = 20, MAX_VEL = 1145 "
"% velroach+telem Vrep sim"
"% Motor Gains = [ 0.005,  0.000,  0.000, 0,0,  0.005,  0.000,  0.000,0,0]"
"% (TODO col descriptions and units) "
time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT,x,y,z,a,b,g,refL,refL1,refR,refR1,posL,posL1,posR,posR1,velL,velL1,velR,velR1,torqueL,torqueL1,torqueR,torqueR1,fRFx,fRFy,fRFz,fRMx,fRMy,fRMz,fRBx,fRBy,fRBz,fLFx,fLFy,fLFz,fLMx,fLMy,fLMz,fLBx,fLBy,fLBz
       0,     2030,      -21,     5462,        0, -314.222,  -2.040, 0,0,0, 0,0,0,  19.454,  -0.208, 912, 0.1, 0.1, 0.02951, 0.002457, -0.0002571, 0.0007918,   0.524,   0.524,   0.000,   0.000,   0.195,   0.191,  -0.002,   0.002,  19.454,  19.098,  -0.208,   0.175, 0.002758, -0.003072, -0.004392, 0.00439, 0.000742, -0.001149, 0.000391, -5.33e-005, 0.001634, 0.0002363, 0.0004609, -0.003016, -0.001293, 0.006147, 0.004566, 0.0008909, -0.001481, -0.0002295, -0.00264, 0.003698, -0.003104, 0.001134
   10000,     3764,      352,     6445,      984,  79.843, -72.572,      0,      0,      0,     0,      1,  -4100,  16.625,   3.581, 912, 0.1001, 0.09999, 0.02804, 0.0005886, -0.0004946, 0.001351,   0.618,   0.618,   0.094,   0.094,   0.361,   0.358,   0.034,   0.039,  16.625,  16.706,   3.581,   3.746, 0.0005892, -0.0005094, -0.002965, 0.002893, -0.0003058, 0.00121, -0.0006326, -0.0003706, -0.0002243, -0.0002999, 0.0022, 0.00235, 0.002276, -0.001981, -0.003996, -0.001098, -0.0003876, -0.0005542, -0.0008153, 0.0004836, 0.004556, -7.202e-005
   20000,     5227,      974,     7428,     1967,  20.932, -20.436,   -175,    -22,     53,  -190,     27,  -2037,  14.030,   5.962, 912, 0.1001, 0.09997, 0.02561, -0.002543, -0.000365, 0.001719,   0.712,   0.712,   0.188,   0.188,   0.501,   0.497,   0.093,   0.099,  14.030,  13.861,   5.962,   5.952, 0.001201, -0.00118, -0.002345, 0.002324, 0.0001009, 0.0005481, 0.0002016, -0.000384, -0.0007731, -0.0001951, -0.0001249, 0.001352, 0.0001334, -0.002655, -0.003876, -0.001889, 0.001071, 0.0007973, -1.615e-006, -0.001136, -0.002584, -0.00108
   30000,     6470,     1733,     8411,     2950,  65.140,  25.608,   -293,     13,     35,    18,    -31,    -41,  11.918,   7.278, 912, 0.1002, 0.09997, 0.02219, -0.004183, -0.0001756, 0.001988,   0.806,   0.806,   0.283,   0.283,   0.620,   0.618,   0.166,   0.172,  11.918,  12.108,   7.278,   7.336, 0.001467, -0.001402, -0.002337, 0.002363, 0.000595, -0.000336, 0.0004312, 0.0001019, -0.0005633, -7.398e-006, -0.001227, -0.0002462, -0.001729, -0.0004288, 0.002129, -0.001191, 0.001143, 0.0001223, 0.0008854, -0.001484, -0.00167, -0.001386
   40000,     7621,     2576,     9394,     3933, -942.740, -845.533,   -153,     19,     26,     8,      3,    -43,  11.033,   8.074, 912, 0.1001, 0.09996, 0.01789, -0.005413, 0.001461, 0.00139,   0.901,   0.901,   0.377,   0.377,   0.731,   0.729,   0.247,   0.254,  11.033,  11.170,   8.074,   8.142, 0.00157, -0.002513, -0.002807, 0.001962, 0.0008022, -0.0001808, -0.0006189, -0.0863, -0.007202, 0.1163, -0.0001283, 0.0003257, -0.0008266, 0.002357, 0.001086, -0.0001465, -0.1105, -0.003956, 0.127, 0.0005732, 0.001303, -0.000582
   50001,     8721,     3442,    10377,     4916, -1007.264, -4705.389,   -115,    154,    -56,    -1,      3,      7,  10.549,   8.308, 912, 0.0988, 0.0998, 0.01438, -0.0134, 0.01356, -0.001198,   0.995,   0.995,   0.471,   0.471,   0.836,   0.833,   0.330,   0.339,  10.549,  10.335,   8.308,   8.510, 0.001538, -0.002546, -0.004764, 5.881e-005, 0.0001907, 0.004484, 5.723e-005, -0.4582, -0.06676, 0.6585, -0.01786, 0.005297, 0.02297, 0.006088, 0.004341, -0.0022, -0.1929, -0.169, 0.3897, -0.3346, 0.03401, 0.3588
   60000,     9746,     4403,    11360,     5899, 688.698, -3716.887,   -748,   1137,   -244,   371,     17,   -396,   9.823,   9.212, 912, 0.09593, 0.09965, 0.01373, 0.01029, -0.0222, 0.0261,   1.089,   1.089,   0.565,   0.565,   0.934,   0.932,   0.422,   0.428,   9.823,   9.958,   9.212,   8.965, 0.002148, -0.00146, -0.004277, 0.0005603, 0.003722, -0.005183, -0.006508, -0.3993, -0.03633, 0.6758, -0.1107, 0.02012, 0.1275, -0.1358, 0.06582, 0.1416, 0.1929, -0.07848, 0.08006, -0.05999, -0.01882, 0.1801
   70001,    10793,     5368,    12343,     6882, 1477.858, 789.652,   2230,  -3353,   2593,  5055,    628,  -7158,  10.045,   9.252, 912, 0.09274, 0.09956, 0.01433, -0.0294, -0.02773, 0.04573,   1.183,   1.183,   0.660,   0.660,   1.035,   1.031,   0.515,   0.521,  10.045,   9.831,   9.252,   9.260, 0.002769, -0.001291, -0.002018, 0.002808, 0.008489, 0.01328, 0.01396, 0.1502, 0.008006, 0.1809, -0.002438, 0.006087, -0.0012, -0.1502, 0.102, 0.1814, 0.1467, 0.02799, 0.04912, 0.009155, -0.01732, 0.01987
   80000,    11792,     6324,    13326,     7865, 690.412, 948.868,  -3736,   -423,   1928,  7642,    136, -16908,   9.576,   9.163, 912, 0.0902, 0.09985, 0.01474, -0.021, -0.04368, 0.05744,   1.278,   1.278,   0.754,   0.754,   1.131,   1.128,   0.606,   0.614,   9.576,   9.736,   9.163,   9.312, 0.001979, -0.001288, -0.001817, 0.002766, 0.02965, 0.04063, 0.0452, 0.2333, 0.01005, 0.07123, 0.001879, -0.004527, -0.002456, -0.02539, -0.003371, 0.02014, 0.1261, -0.06664, 0.04639, -0.0009765, -0.00106, -0.002011
   90001,    12774,     7314,    14309,     8848, -488.584, -189.228,    719,  -1531,   1077,   535,  -1353,  -8721,   9.414,   9.496, 912, 0.08837, 0.1, 0.01512, -0.02498, -0.05799, 0.0583,   1.372,   1.372,   0.848,   0.848,   1.225,   1.224,   0.701,   0.708,   9.414,   9.579,   9.496,   9.376, 0.001308, -0.001796, -0.002514, 0.002325, 0.05052, 0.07897, 0.07518, 0.2053, -0.03309, 0.06344, 0.001762, 0.003109, 0.001785, -0.0347, -0.07886, 0.1093, 0.1061, -0.04082, 0.03906, -0.0008262, 1.631e-005, -0.002527
  100001,    13767,     8288,    15292,     9831, -1585.861, -978.264,   -449,  -1319,     98, -2698,   -274,  -3421,   9.514,   9.336, 912, 0.08736, 0.1002, 0.01548, -0.02228, -0.0679, 0.05572,   1.466,   1.466,   0.942,   0.942,   1.320,   1.319,   0.795,   0.801,   9.514,   9.478,   9.336,   9.356, 0.0002949, -0.001881, -0.003314, 0.002336, 0.08062, 0.1094, 0.1022, 0.1798, -0.04777, 0.05626, -0.0001192, -0.0003492, -0.0007985, 0.01466, -0.1567, 0.1345, 0.08035, 0.008812, 0.0328, 0.0002051, -0.0004609, -0.0007199
  110000,    14752,     9256,    16275,    10814, -1584.434, -1369.069,    199,   -943,   -257, -3148,    670,  -3848,   9.451,   9.286, 912, 0.08715, 0.1002, 0.01586, -0.01902, -0.0674, 0.05305,   1.560,   1.560,   1.037,   1.037,   1.414,   1.413,   0.887,   0.895,   9.451,   9.416,   9.286,   9.365, -0.0001071, -0.001477, -0.003879, 0.00251, 0.08577, 0.1173, 0.1137, 0.1392, -0.05949, 0.06915, -0.002086, 0.0003181, -0.003564, 0.04755, -0.1499, 0.1445, 0.05651, 0.02576, 0.03071, 0.0003569, -0.002493, 0.0001047
  120000,    15729,    10231,    17258,    11797, -1404.064, -1232.138,    308,     31,   -270, -3708,    659,  -3680,   9.367,   9.347, 912, 0.08752, 0.1002, 0.01621, -0.0121, -0.05522, 0.05087,   1.655,   1.655,   1.131,   1.131,   1.508,   1.507,   0.981,   0.989,   9.367,   9.431,   9.347,   9.396, -0.0004042, -0.0009999, -0.003516, 0.002284, 0.0552, 0.08421, 0.08979, 0.0749, -0.06912, 0.1078, -0.0004474, -8.523e-005, -0.001153, 0.055, -0.1271, 0.136, -0.02386, 0.06239, 0.1031, 0.0001606, 0.0004818, -0.0004141
